Grid_ID,Date,Crime_Count
1248_7638,2016-02-15,1
1248_7638,2016-02-18,2
1248_7638,2016-02-19,1
1248_7638,2016-02-21,1
1248_7638,2016-02-23,1
1248_7638,2016-02-24,1
1248_7638,2016-02-25,1
1248_7638,2016-02-26,4
1248_7638,2016-02-27,2
1248_7638,2016-02-28,1
1248_7638,2016-02-29,1
1248_7638,2016-03-02,1
1248_7638,2016-03-04,5
1248_7638,2016-03-05,2
1248_7638,2016-03-06,1
1248_7638,2016-03-08,4
1248_7638,2016-03-09,7
1248_7638,2016-03-10,5
1248_7638,2016-03-11,3
1248_7638,2016-03-12,4
1248_7638,2016-03-13,1
1248_7638,2016-03-14,4
1248_7638,2016-03-15,2
1248_7638,2016-03-16,1
1248_7638,2016-03-17,1
1248_7638,2016-03-18,2
1248_7638,2016-03-21,4
1248_7638,2016-03-22,2
1248_7638,2016-03-23,1
1248_7638,2016-03-24,1
1248_7638,2016-03-25,3
1248_7638,2016-03-26,1
1248_7638,2016-03-28,4
1248_7638,2016-03-29,6
1248_7638,2016-03-30,2
1248_7638,2016-03-31,1
1248_7638,2016-04-01,1
1248_7638,2016-04-02,3
1248_7638,2016-04-04,3
1248_7638,2016-04-05,1
1248_7638,2016-04-06,2
1248_7638,2016-04-07,1
1248_7638,2016-04-12,1
1248_7638,2016-04-14,2
1248_7638,2016-04-15,1
1248_7638,2016-04-16,1
1248_7638,2016-04-18,1
1248_7638,2016-04-20,1
1248_7638,2016-04-21,1
1248_7638,2016-04-27,1
1248_7638,2016-04-28,2
1248_7638,2016-04-30,2
1248_7638,2016-05-01,1
1248_7638,2016-05-02,2
1248_7638,2016-05-04,2
1248_7638,2016-05-05,4
1248_7638,2016-05-07,1
1248_7638,2016-05-08,1
1248_7638,2016-05-09,1
1248_7638,2016-05-10,2
1248_7638,2016-05-16,1
1248_7638,2016-05-17,1
1248_7638,2016-05-18,3
1248_7638,2016-05-19,2
1248_7638,2016-05-21,1
1248_7638,2016-05-22,1
1248_7638,2016-05-23,1
1248_7638,2016-05-28,1
1248_7638,2016-06-01,1
1248_7638,2016-06-02,1
1248_7638,2016-06-04,1
1248_7638,2016-06-07,1
1248_7638,2016-06-09,2
1248_7638,2016-06-10,1
1248_7638,2016-06-12,1
1248_7638,2016-06-13,1
1248_7638,2016-06-19,2
1248_7638,2016-06-21,1
1248_7638,2016-06-24,1
1248_7638,2016-06-25,1
1248_7638,2016-06-26,1
1248_7638,2016-06-30,1
1248_7638,2016-07-01,1
1248_7638,2016-07-02,2
1248_7638,2016-07-04,2
1248_7638,2016-07-06,1
1248_7638,2016-07-07,1
1248_7638,2016-07-09,2
1248_7638,2016-07-12,2
1248_7638,2016-07-13,1
1248_7638,2016-07-14,1
1248_7638,2016-07-15,1
1248_7638,2016-07-18,1
1248_7638,2016-07-19,1
1248_7638,2016-07-20,2
1248_7638,2016-07-22,3
1248_7638,2016-07-23,1
1248_7638,2016-07-24,1
1248_7638,2016-07-25,1
1248_7638,2016-07-28,2
1248_7638,2016-07-31,1
1248_7638,2016-08-02,2
1248_7638,2016-08-03,1
1248_7638,2016-08-04,1
1248_7638,2016-08-05,4
1248_7638,2016-08-07,2
1248_7638,2016-08-09,1
1248_7638,2016-08-10,1
1248_7638,2016-08-14,1
1248_7638,2016-08-15,1
1248_7638,2016-08-16,1
1248_7638,2016-08-18,2
1248_7638,2016-08-19,3
1248_7638,2016-08-23,3
1248_7638,2016-08-25,1
1248_7638,2016-08-28,1
1248_7638,2016-08-30,1
1248_7638,2016-09-01,1
1248_7638,2016-09-07,3
1248_7638,2016-09-09,1
1248_7638,2016-09-17,1
1248_7638,2016-09-18,1
1248_7638,2016-09-19,1
1248_7638,2016-09-23,1
1248_7638,2016-09-27,2
1248_7638,2016-09-28,2
1248_7638,2016-09-29,1
1248_7638,2016-09-30,2
1248_7638,2016-10-01,2
1248_7638,2016-10-05,1
1248_7638,2016-10-12,1
1248_7638,2016-10-13,2
1248_7638,2016-10-14,5
1248_7638,2016-10-15,2
1248_7638,2016-10-16,1
1248_7638,2016-10-17,1
1248_7638,2016-10-18,1
1248_7638,2016-10-20,2
1248_7638,2016-10-24,2
1248_7638,2016-10-25,2
1248_7638,2016-10-26,1
1248_7638,2016-10-29,2
1248_7638,2016-10-30,1
1248_7638,2016-11-01,1
1248_7638,2016-11-04,1
1248_7638,2016-11-09,1
1248_7638,2016-11-10,1
1248_7638,2016-11-11,2
1248_7638,2016-11-12,1
1248_7638,2016-11-13,1
1248_7638,2016-11-14,2
1248_7638,2016-11-16,2
1248_7638,2016-11-17,1
1248_7638,2016-11-18,1
1248_7638,2016-11-20,1
1248_7638,2016-11-22,1
1248_7638,2016-11-23,3
1248_7638,2016-11-24,1
1248_7638,2016-11-25,1
1248_7638,2016-11-27,1
1248_7638,2016-11-28,4
1248_7638,2016-11-29,4
1248_7638,2016-12-02,1
1248_7638,2016-12-03,2
1248_7638,2016-12-04,1
1248_7638,2016-12-05,3
1248_7638,2016-12-07,2
1248_7638,2016-12-08,1
1248_7638,2016-12-09,1
1248_7638,2016-12-12,4
1248_7638,2016-12-13,2
1248_7638,2016-12-14,1
1248_7638,2016-12-15,1
1248_7638,2016-12-17,2
1248_7638,2016-12-18,1
1248_7638,2016-12-19,2
1248_7638,2016-12-21,3
1248_7638,2016-12-22,1
1248_7638,2016-12-23,5
1248_7638,2016-12-24,4
1248_7638,2016-12-26,9
1248_7638,2016-12-27,3
1248_7638,2016-12-28,1
1248_7638,2016-12-29,2
1248_7638,2016-12-30,4
1248_7638,2017-01-02,3
1248_7638,2017-01-03,2
1248_7638,2017-01-04,1
1248_7638,2017-01-05,2
1248_7638,2017-01-06,1
1248_7638,2017-01-07,1
1248_7638,2017-01-09,1
1248_7638,2017-01-10,1
1248_7638,2017-01-11,1
1248_7638,2017-01-14,1
1248_7638,2017-01-15,1
1248_7638,2017-01-18,2
1248_7638,2017-01-19,2
1248_7638,2017-01-21,3
1248_7638,2017-01-24,3
1248_7638,2017-01-25,6
1248_7638,2017-01-28,1
1248_7638,2017-01-31,2
1248_7638,2017-02-02,2
1248_7638,2017-02-03,2
1248_7638,2017-02-04,2
1248_7638,2017-02-06,2
1248_7638,2017-02-07,2
1248_7638,2017-02-08,2
1248_7638,2017-02-10,2
1248_7638,2017-02-11,1
1248_7638,2017-02-12,3
1248_7638,2017-02-13,1
1248_7638,2017-02-15,2
1248_7638,2017-02-16,3
1248_7638,2017-02-17,1
1248_7638,2017-02-18,2
1248_7638,2017-02-21,1
1248_7638,2017-02-22,3
1248_7638,2017-02-23,4
1248_7638,2017-02-24,1
1248_7638,2017-02-26,1
1248_7638,2017-02-27,2
1248_7638,2017-03-01,1
1248_7638,2017-03-03,3
1248_7638,2017-03-04,3
1248_7638,2017-03-05,1
1248_7638,2017-03-06,1
1248_7638,2017-03-08,1
1248_7638,2017-03-09,2
1248_7638,2017-03-10,2
1248_7638,2017-03-11,1
1248_7638,2017-03-13,2
1248_7638,2017-03-15,3
1248_7638,2017-03-16,1
1248_7638,2017-03-17,2
1248_7638,2017-03-18,2
1248_7638,2017-03-19,1
1248_7638,2017-03-20,2
1248_7638,2017-03-21,3
1248_7638,2017-03-22,1
1248_7638,2017-03-23,2
1248_7638,2017-03-24,1
1248_7638,2017-03-29,1
1248_7638,2017-03-30,1
1248_7638,2017-04-03,1
1248_7638,2017-04-04,1
1248_7638,2017-04-06,1
1248_7638,2017-04-08,1
1248_7638,2017-04-09,1
1248_7638,2017-04-10,1
1248_7638,2017-04-11,2
1248_7638,2017-04-12,1
1248_7638,2017-04-14,1
1248_7638,2017-04-18,1
1248_7638,2017-04-19,3
1248_7638,2017-04-20,1
1248_7638,2017-04-22,1
1248_7638,2017-04-24,3
1248_7638,2017-04-26,1
1248_7638,2017-04-29,2
1248_7638,2017-04-30,2
1248_7638,2017-05-03,3
1248_7638,2017-05-04,2
1248_7638,2017-05-05,1
1248_7638,2017-05-08,3
1248_7638,2017-05-11,1
1248_7638,2017-05-12,3
1248_7638,2017-05-13,2
1248_7638,2017-05-14,1
1248_7638,2017-05-15,3
1248_7638,2017-05-16,2
1248_7638,2017-05-17,1
1248_7638,2017-05-18,2
1248_7638,2017-05-25,2
1248_7638,2017-05-26,3
1248_7638,2017-05-27,1
1248_7638,2017-05-28,2
1248_7638,2017-05-31,1
1248_7638,2017-06-01,3
1248_7638,2017-06-02,2
1248_7638,2017-06-03,1
1248_7638,2017-06-05,1
1248_7638,2017-06-06,1
1248_7638,2017-06-07,2
1248_7638,2017-06-08,1
1248_7638,2017-06-09,3
1248_7638,2017-06-10,2
1248_7638,2017-06-11,1
1248_7638,2017-06-12,1
1248_7638,2017-06-13,3
1248_7638,2017-06-14,1
1248_7638,2017-06-15,1
1248_7638,2017-06-16,2
1248_7638,2017-06-17,3
1248_7638,2017-06-18,2
1248_7638,2017-06-19,2
1248_7638,2017-06-21,2
1248_7638,2017-06-25,1
1248_7638,2017-06-28,1
1248_7638,2017-06-30,1
1248_7638,2017-07-02,1
1248_7638,2017-07-03,1
1248_7638,2017-07-04,2
1248_7638,2017-07-05,1
1248_7638,2017-07-07,1
1248_7638,2017-07-10,1
1248_7638,2017-07-11,1
1248_7638,2017-07-12,1
1248_7638,2017-07-13,1
1248_7638,2017-07-14,1
1248_7638,2017-07-16,2
1248_7638,2017-07-17,1
1248_7638,2017-07-19,1
1248_7638,2017-07-20,1
1248_7638,2017-07-21,3
1248_7638,2017-07-22,3
1248_7638,2017-07-23,4
1248_7638,2017-07-24,2
1248_7638,2017-07-25,1
1248_7638,2017-07-27,1
1248_7638,2017-07-29,5
1248_7638,2017-07-30,1
1248_7638,2017-07-31,2
1248_7638,2017-08-01,2
1248_7638,2017-08-03,2
1248_7638,2017-08-04,2
1248_7638,2017-08-05,2
1248_7638,2017-08-07,2
1248_7638,2017-08-08,6
1248_7638,2017-08-10,3
1248_7638,2017-08-11,2
1248_7638,2017-08-12,1
1248_7638,2017-08-14,4
1248_7638,2017-08-16,1
1248_7638,2017-08-17,1
1248_7638,2017-08-19,1
1248_7638,2017-08-20,1
1248_7638,2017-08-21,2
1248_7638,2017-08-22,2
1248_7638,2017-08-23,3
1248_7638,2017-08-24,6
1248_7638,2017-08-25,2
1248_7638,2017-08-27,1
1248_7638,2017-08-28,2
1248_7638,2017-08-29,2
1248_7638,2017-08-30,2
1248_7638,2017-08-31,1
1248_7638,2017-09-01,1
1248_7638,2017-09-02,1
1248_7638,2017-09-03,1
1248_7638,2017-09-04,4
1248_7638,2017-09-05,2
1248_7638,2017-09-06,4
1248_7638,2017-09-08,1
1248_7638,2017-09-09,2
1248_7638,2017-09-10,2
1248_7638,2017-09-11,1
1248_7638,2017-09-12,1
1248_7638,2017-09-14,1
1248_7638,2017-09-15,1
1248_7638,2017-09-18,3
1248_7638,2017-09-19,2
1248_7638,2017-09-20,3
1248_7638,2017-09-21,2
1248_7638,2017-09-22,2
1248_7638,2017-09-23,2
1248_7638,2017-09-24,2
1248_7638,2017-09-25,1
1248_7638,2017-09-26,2
1248_7638,2017-09-27,6
1248_7638,2017-09-28,3
1248_7638,2017-10-01,1
1248_7638,2017-10-03,2
1248_7638,2017-10-04,3
1248_7638,2017-10-05,3
1248_7638,2017-10-07,3
1248_7638,2017-10-08,1
1248_7638,2017-10-09,3
1248_7638,2017-10-10,2
1248_7638,2017-10-11,2
1248_7638,2017-10-12,3
1248_7638,2017-10-13,3
1248_7638,2017-10-14,1
1248_7638,2017-10-16,3
1248_7638,2017-10-17,2
1248_7638,2017-10-18,1
1248_7638,2017-10-19,1
1248_7638,2017-10-23,1
1248_7638,2017-10-24,1
1248_7638,2017-10-25,3
1248_7638,2017-10-27,2
1248_7638,2017-10-28,3
1248_7638,2017-10-30,2
1248_7638,2017-10-31,2
1248_7638,2017-11-01,2
1248_7638,2017-11-04,1
1248_7638,2017-11-05,1
1248_7638,2017-11-09,3
1248_7638,2017-11-11,1
1248_7638,2017-11-14,1
1248_7638,2017-11-15,2
1248_7638,2017-11-17,2
1248_7638,2017-11-18,1
1248_7638,2017-11-19,1
1248_7638,2017-11-21,1
1248_7638,2017-11-23,1
1248_7638,2017-11-24,1
1248_7638,2017-11-28,2
1248_7638,2017-12-01,2
1248_7638,2017-12-03,1
1248_7638,2017-12-04,1
1248_7638,2017-12-05,2
1248_7638,2017-12-08,1
1248_7638,2017-12-09,1
1248_7638,2017-12-10,1
1248_7638,2017-12-11,2
1248_7638,2017-12-12,2
1248_7638,2017-12-13,1
1248_7638,2017-12-15,2
1248_7638,2017-12-16,2
1248_7638,2017-12-19,1
1248_7638,2017-12-21,1
1248_7638,2017-12-26,2
1248_7638,2017-12-27,2
1248_7638,2017-12-28,1
1248_7638,2017-12-29,1
1248_7638,2017-12-30,1
1248_7638,2017-12-31,1
1248_7638,2018-01-02,2
1248_7638,2018-01-04,1
1248_7638,2018-01-05,1
1248_7638,2018-01-07,1
1248_7638,2018-01-10,1
1248_7638,2018-01-12,1
1248_7638,2018-01-13,2
1248_7638,2018-01-14,1
1248_7638,2018-01-19,1
1248_7638,2018-01-21,1
1248_7638,2018-01-23,1
1248_7638,2018-01-24,1
1248_7638,2018-01-25,1
1248_7638,2018-01-27,1
1248_7638,2018-01-28,1
1248_7638,2018-01-29,1
1248_7638,2018-01-30,3
1248_7638,2018-01-31,2
1248_7638,2018-02-01,3
1248_7638,2018-02-04,1
1248_7638,2018-02-06,2
1248_7638,2018-02-10,1
1248_7638,2018-02-11,1
1248_7638,2018-02-14,1
1248_7638,2018-02-16,1
1248_7638,2018-02-17,1
1248_7638,2018-02-21,2
1248_7638,2018-02-22,1
1248_7638,2018-02-24,2
1248_7638,2018-02-25,1
1248_7638,2018-02-28,1
1248_7638,2018-03-01,1
1248_7638,2018-03-02,1
1248_7638,2018-03-04,1
1248_7638,2018-03-05,1
1248_7638,2018-03-06,1
1248_7638,2018-03-07,2
1248_7638,2018-03-08,1
1248_7638,2018-03-09,3
1248_7638,2018-03-10,2
1248_7638,2018-03-12,3
1248_7638,2018-03-14,2
1248_7638,2018-03-17,1
1248_7638,2018-03-19,2
1248_7638,2018-03-22,1
1248_7638,2018-03-23,1
1248_7638,2018-03-26,1
1248_7638,2018-03-27,2
1248_7638,2018-03-30,1
1248_7638,2018-04-01,1
1248_7638,2018-04-06,1
1248_7638,2018-04-08,1
1248_7638,2018-04-10,2
1248_7638,2018-04-12,1
1248_7638,2018-04-13,1
1248_7638,2018-04-14,1
1248_7638,2018-04-16,2
1248_7638,2018-04-20,1
1248_7638,2018-04-21,2
1248_7638,2018-04-23,1
1248_7638,2018-04-24,1
1248_7638,2018-04-25,1
1248_7638,2018-04-26,3
1248_7638,2018-04-27,1
1248_7638,2018-04-28,1
1248_7638,2018-04-30,1
1248_7638,2018-05-01,1
1248_7638,2018-05-02,1
1248_7638,2018-05-05,1
1248_7638,2018-05-06,2
1248_7638,2018-05-09,1
1248_7638,2018-05-12,1
1248_7638,2018-05-16,1
1248_7638,2018-05-17,1
1248_7638,2018-05-19,1
1248_7638,2018-05-20,1
1248_7638,2018-05-23,2
1248_7638,2018-05-25,1
1248_7638,2018-05-27,1
1248_7638,2018-05-28,1
1248_7638,2018-05-31,1
1248_7638,2018-06-02,2
1248_7638,2018-06-07,1
1248_7638,2018-06-08,1
1248_7638,2018-06-10,1
1248_7638,2018-06-17,1
1248_7638,2018-06-27,1
1248_7638,2018-07-04,1
1248_7638,2018-07-05,1
1248_7638,2018-07-13,1
1248_7638,2018-07-16,1
1248_7638,2018-07-24,1
1248_7638,2018-07-26,1
1248_7638,2018-07-27,1
1248_7638,2018-07-28,2
1248_7638,2018-07-30,1
1248_7638,2018-08-01,1
1248_7638,2018-08-04,3
1248_7638,2018-08-05,2
1248_7638,2018-08-06,1
1248_7638,2018-08-07,1
1248_7638,2018-08-08,1
1248_7638,2018-08-09,1
1248_7638,2018-08-11,1
1248_7638,2018-08-13,1
1248_7638,2018-08-14,1
1248_7638,2018-08-15,1
1248_7638,2018-08-17,1
1248_7638,2018-08-20,1
1248_7638,2018-08-22,2
1248_7638,2018-08-29,1
1248_7638,2018-09-03,2
1248_7638,2018-09-06,2
1248_7638,2018-09-08,1
1248_7638,2018-09-10,1
1248_7638,2018-09-18,1
1248_7638,2018-09-23,1
1248_7638,2018-09-25,1
1248_7638,2018-09-28,2
1248_7638,2018-09-29,1
1248_7638,2018-10-04,2
1248_7638,2018-10-06,2
1248_7638,2018-10-09,1
1248_7638,2018-10-10,2
1248_7638,2018-10-13,1
1248_7638,2018-10-14,1
1248_7638,2018-10-18,1
1248_7638,2018-10-20,1
1248_7638,2018-10-22,1
1248_7638,2018-10-23,1
1248_7638,2018-10-27,1
1248_7638,2018-11-05,1
1248_7638,2018-11-09,1
1248_7638,2018-11-13,1
1248_7638,2018-11-15,1
1248_7638,2018-11-19,1
1248_7638,2018-11-20,1
1248_7638,2018-11-21,4
1248_7638,2018-11-23,2
1248_7638,2018-11-24,1
1248_7638,2018-11-26,1
1248_7638,2018-11-29,1
1248_7638,2018-12-02,1
1248_7638,2018-12-04,1
1248_7638,2018-12-05,1
1248_7638,2018-12-06,1
1248_7638,2018-12-10,1
1248_7638,2018-12-12,2
1248_7638,2018-12-17,1
1248_7638,2018-12-25,1
1248_7638,2018-12-27,1
1248_7638,2018-12-28,1
1248_7638,2018-12-31,1
1248_7638,2019-01-02,1
1248_7638,2019-01-03,1
1248_7638,2019-01-04,1
1248_7638,2019-01-05,1
1248_7638,2019-01-10,1
1248_7638,2019-01-12,1
1248_7638,2019-01-13,1
1248_7638,2019-01-14,2
1248_7638,2019-01-18,1
1248_7638,2019-01-29,1
1248_7638,2019-01-31,2
1248_7638,2019-02-04,2
1248_7638,2019-02-06,1
1248_7638,2019-02-08,1
1248_7638,2019-02-13,1
1248_7638,2019-02-15,1
1248_7638,2019-02-19,1
1248_7638,2019-02-21,2
1248_7638,2019-02-24,1
1248_7638,2019-02-26,1
1248_7638,2019-02-27,1
1248_7638,2019-03-01,1
1248_7638,2019-03-04,1
1248_7638,2019-03-06,1
1248_7638,2019-03-11,3
1248_7638,2019-03-14,1
1248_7638,2019-03-23,1
1248_7638,2019-03-26,1
1248_7638,2019-03-28,1
1248_7638,2019-04-01,1
1248_7638,2019-04-03,2
1248_7638,2019-04-05,1
1248_7638,2019-04-07,2
1248_7638,2019-04-08,1
1248_7638,2019-04-09,2
1248_7638,2019-04-11,2
1248_7638,2019-04-21,1
1248_7638,2019-04-22,1
1248_7638,2019-04-25,1
1248_7638,2019-04-29,1
1248_7638,2019-05-01,1
1248_7638,2019-05-04,1
1248_7638,2019-05-06,1
1248_7638,2019-05-11,3
1248_7638,2019-05-12,1
1248_7638,2019-05-13,1
1248_7638,2019-05-16,1
1248_7638,2019-05-18,1
1248_7638,2019-05-20,1
1248_7638,2019-05-22,1
1248_7638,2019-05-23,1
1248_7638,2019-05-28,1
1248_7638,2019-05-29,1
1248_7638,2019-05-30,2
1248_7638,2019-06-05,1
1248_7638,2019-06-06,1
1248_7638,2019-06-07,2
1248_7638,2019-06-11,1
1248_7638,2019-06-12,1
1248_7638,2019-06-17,1
1248_7638,2019-06-18,2
1248_7638,2019-06-20,1
1248_7638,2019-06-21,3
1248_7638,2019-06-22,1
1248_7638,2019-06-24,1
1248_7638,2019-06-25,3
1248_7638,2019-06-26,1
1248_7638,2019-06-30,1
1248_7638,2019-07-02,1
1248_7638,2019-07-05,1
1248_7638,2019-07-06,1
1248_7638,2019-07-08,1
1248_7638,2019-07-12,1
1248_7638,2019-07-15,1
1248_7638,2019-07-16,1
1248_7638,2019-07-22,1
1248_7638,2019-07-25,1
1248_7638,2019-07-26,1
1248_7638,2019-07-29,1
1248_7638,2019-08-02,1
1248_7638,2019-08-05,1
1248_7638,2019-08-07,1
1248_7638,2019-08-09,2
1248_7638,2019-08-10,1
1248_7638,2019-08-16,3
1248_7638,2019-08-20,1
1248_7638,2019-08-22,1
1248_7638,2019-08-28,1
1248_7638,2019-09-01,1
1248_7638,2019-09-04,1
1248_7638,2019-09-09,1
1248_7638,2019-09-10,1
1248_7638,2019-09-13,1
1248_7638,2019-09-22,1
1248_7638,2019-09-30,2
1248_7638,2019-10-01,2
1248_7638,2019-10-10,1
1248_7638,2019-10-11,1
1248_7638,2019-10-13,1
1248_7638,2019-10-15,2
1248_7638,2019-10-25,1
1248_7638,2019-10-28,1
1248_7638,2019-11-05,1
1248_7638,2019-11-11,1
1248_7638,2019-11-12,1
1248_7638,2019-11-15,2
1248_7638,2019-11-16,1
1248_7638,2019-11-17,3
1248_7638,2019-11-18,1
1248_7638,2019-11-19,1
1248_7638,2019-11-26,1
1248_7638,2019-11-27,1
1248_7638,2019-11-30,1
1248_7638,2019-12-07,1
1248_7638,2019-12-09,1
1248_7638,2019-12-13,1
1248_7638,2019-12-15,1
1248_7638,2019-12-18,1
1248_7638,2019-12-21,1
1248_7638,2019-12-27,1
1248_7638,2019-12-31,2
1248_7638,2020-01-01,1
1248_7638,2020-01-02,2
1248_7638,2020-01-11,1
1248_7638,2020-01-13,1
1248_7638,2020-01-14,2
1248_7638,2020-01-23,3
1248_7638,2020-01-26,1
1248_7638,2020-02-03,1
1248_7638,2020-02-04,1
1248_7638,2020-02-13,1
1248_7638,2020-02-17,3
1248_7638,2020-02-26,1
1248_7638,2020-03-03,1
1248_7638,2020-03-09,1
1248_7638,2020-03-10,1
1248_7638,2020-03-24,1
1248_7638,2020-04-08,1
1248_7638,2020-04-23,1
1248_7638,2020-04-24,1
1248_7638,2020-05-03,1
1248_7638,2020-05-04,1
1248_7638,2020-05-11,1
1248_7638,2020-05-12,1
1248_7638,2020-05-16,1
1248_7638,2020-05-18,1
1248_7638,2020-05-20,1
1248_7638,2020-05-25,2
1248_7638,2020-05-27,1
1248_7638,2020-06-03,1
1248_7638,2020-06-04,1
1248_7638,2020-06-08,1
1248_7638,2020-06-09,1
1248_7638,2020-06-10,1
1248_7638,2020-06-11,1
1248_7638,2020-06-13,1
1248_7638,2020-06-16,1
1248_7638,2020-06-19,1
1248_7638,2020-06-29,1
1248_7638,2020-07-14,1
1248_7638,2020-07-24,1
1248_7638,2020-07-27,1
1248_7638,2020-07-29,1
1248_7638,2020-08-02,1
1248_7638,2020-08-03,1
1248_7638,2020-08-04,1
1248_7638,2020-08-07,2
1248_7638,2020-08-10,1
1248_7638,2020-08-11,2
1248_7638,2020-08-15,1
1248_7638,2020-08-17,1
1248_7638,2020-08-18,2
1248_7638,2020-08-20,1
1248_7638,2020-08-25,1
1248_7638,2020-08-27,1
1248_7638,2020-08-29,1
1248_7638,2020-08-30,1
1248_7638,2020-09-02,2
1248_7638,2020-09-04,1
1248_7638,2020-09-12,1
1248_7638,2020-09-13,2
1248_7638,2020-09-16,2
1248_7638,2020-09-18,1
1248_7638,2020-09-20,2
1248_7638,2020-09-26,1
1248_7638,2020-09-27,2
1248_7638,2020-10-03,1
1248_7638,2020-10-05,1
1248_7638,2020-10-11,1
1248_7638,2020-10-22,2
1248_7638,2020-10-23,1
1248_7638,2020-10-27,1
1248_7638,2020-11-09,1
1248_7638,2020-11-12,1
1248_7638,2020-11-14,1
1248_7638,2020-11-17,1
1248_7638,2020-11-21,1
1248_7638,2020-11-22,1
1248_7638,2020-11-27,1
1248_7638,2020-12-07,2
1248_7638,2020-12-15,1
1248_7638,2020-12-16,1
1248_7638,2020-12-18,1
1248_7638,2020-12-19,2
1248_7638,2020-12-24,1
1248_7638,2020-12-25,1
1248_7638,2020-12-29,1
1248_7638,2021-01-11,1
1248_7638,2021-01-13,1
1248_7638,2021-01-20,1
1248_7638,2021-01-28,1
1248_7638,2021-01-29,1
1248_7638,2021-02-07,1
1248_7638,2021-02-09,1
1248_7638,2021-02-11,1
1248_7638,2021-02-19,1
1248_7638,2021-02-21,1
1248_7638,2021-02-23,1
1248_7638,2021-02-25,1
1248_7638,2021-02-27,1
1248_7638,2021-03-11,1
1248_7638,2021-03-31,1
1248_7638,2021-04-01,1
1248_7638,2021-04-03,1
1248_7638,2021-04-06,1
1248_7638,2021-04-09,1
1248_7638,2021-04-24,1
1248_7638,2021-05-22,1
1248_7638,2021-06-03,1
1248_7638,2021-06-05,1
1248_7638,2021-06-12,1
1248_7638,2021-06-22,1
1248_7638,2021-06-29,1
1248_7638,2021-07-04,1
1248_7638,2021-07-06,1
1248_7638,2021-07-08,1
1248_7638,2021-07-09,1
1248_7638,2021-07-10,2
1248_7638,2021-07-19,1
1248_7638,2021-07-23,1
1248_7638,2021-07-25,1
1248_7638,2021-07-26,1
1248_7638,2021-07-27,1
1248_7638,2021-07-31,3
1248_7638,2021-08-01,1
1248_7638,2021-08-05,2
1248_7638,2021-08-10,1
1248_7638,2021-08-18,1
1248_7638,2021-08-20,1
1248_7638,2021-08-21,1
1248_7638,2021-08-23,1
1248_7638,2021-08-24,1
1248_7638,2021-08-25,1
1248_7638,2021-08-27,1
1248_7638,2021-08-29,1
1248_7638,2021-09-01,2
1248_7638,2021-09-03,1
1248_7638,2021-09-04,1
1248_7638,2021-09-12,1
1248_7638,2021-09-13,3
1248_7638,2021-09-14,2
1248_7638,2021-09-15,1
1248_7638,2021-09-20,1
1248_7638,2021-09-22,1
1248_7638,2021-09-25,1
1248_7638,2021-09-30,1
1248_7638,2021-10-02,1
1248_7638,2021-10-04,1
1248_7638,2021-10-07,2
1248_7638,2021-10-11,1
1248_7638,2021-10-20,1
1248_7638,2021-10-21,1
1248_7638,2021-10-22,1
1248_7638,2021-10-23,2
1248_7638,2021-10-28,3
1248_7638,2021-10-29,1
1248_7638,2021-11-03,1
1248_7638,2021-11-05,1
1248_7638,2021-11-06,1
1248_7638,2021-11-08,1
1248_7638,2021-11-09,1
1248_7638,2021-11-23,1
1248_7638,2021-11-24,1
1248_7638,2021-11-30,1
1248_7638,2021-12-02,1
1248_7638,2021-12-06,1
1248_7638,2021-12-07,2
1248_7638,2021-12-09,2
1248_7638,2021-12-12,1
1248_7638,2021-12-14,1
1248_7638,2021-12-17,1
1248_7638,2021-12-18,1
1248_7638,2021-12-21,1
1248_7638,2021-12-22,1
1248_7638,2021-12-26,1
1248_7638,2021-12-28,1
1248_7638,2021-12-30,1
1248_7638,2021-12-31,1
1248_7638,2022-01-07,1
1248_7638,2022-01-10,1
1248_7638,2022-01-11,2
1248_7638,2022-01-22,2
1248_7638,2022-01-26,2
1248_7638,2022-01-27,1
1248_7638,2022-01-28,1
1248_7638,2022-01-31,2
1248_7638,2022-02-01,1
1248_7638,2022-02-07,1
1248_7638,2022-02-08,1
1248_7638,2022-02-09,1
1248_7638,2022-02-12,1
1248_7638,2022-02-16,1
1248_7638,2022-02-17,1
1248_7638,2022-02-20,2
1248_7638,2022-02-22,2
1248_7638,2022-02-25,3
1248_7638,2022-02-28,1
1248_7638,2022-03-01,1
1248_7638,2022-03-02,1
1248_7638,2022-03-07,2
1248_7638,2022-03-08,3
1248_7638,2022-03-09,3
1248_7638,2022-03-10,3
1248_7638,2022-03-15,2
1248_7638,2022-03-17,1
1248_7638,2022-03-18,2
1248_7638,2022-03-21,2
1248_7638,2022-03-22,1
1248_7638,2022-03-25,1
1248_7638,2022-03-26,1
1248_7638,2022-03-28,1
1248_7638,2022-04-01,1
1248_7638,2022-04-06,1
1248_7638,2022-04-12,1
1248_7638,2022-04-16,1
1248_7638,2022-04-30,2
1248_7638,2022-05-01,1
1248_7638,2022-05-05,1
1248_7638,2022-05-07,1
1248_7638,2022-05-12,1
1248_7638,2022-05-13,1
1248_7638,2022-05-17,2
1248_7638,2022-05-18,1
1248_7638,2022-05-19,1
1248_7638,2022-05-22,1
1248_7638,2022-05-23,1
1248_7638,2022-05-25,3
1248_7638,2022-05-26,1
1248_7638,2022-05-30,1
1248_7638,2022-05-31,1
