Grid_ID,UnitName,Year,Week,Week1,Week2,Week3,Week4,Target
1295_7752,Chandra Layout PS,2021,41,2,1,1,1,0
1295_7752,Chandra Layout PS,2021,42,1,1,1,1,0
1295_7752,Chandra Layout PS,2021,48,1,1,1,1,0
1295_7752,Chandra Layout PS,2021,51,1,1,1,1,0
1295_7752,Chandra Layout PS,2021,52,1,1,1,1,0
1295_7752,Chandra Layout PS,2022,4,1,1,1,1,0
1295_7752,Chandra Layout PS,2022,5,1,1,1,1,0
1295_7752,Chandra Layout PS,2022,8,1,1,1,1,0
1295_7752,Chandra Layout PS,2022,9,1,1,1,1,0
1295_7752,Chandra Layout PS,2022,12,1,1,1,1,0
1295_7752,Chandra Layout PS,2022,14,1,1,1,1,0
1295_7752,Chandra Layout PS,2022,16,1,1,1,1,0
1295_7752,Chandra Layout PS,2022,17,1,1,1,1,0
1295_7752,Chandra Layout PS,2022,18,1,1,1,1,0
1295_7752,Chandra Layout PS,2022,19,1,1,1,1,0
1295_7752,Chandra Layout PS,2022,23,1,1,1,1,0
1295_7752,Chandra Layout PS,2022,26,1,1,1,1,0
1295_7752,Chandra Layout PS,2022,26,1,1,1,1,0
1295_7752,Chandra Layout PS,2022,29,1,1,1,1,0
1295_7752,Chandra Layout PS,2022,30,1,1,1,1,0
1295_7752,Chandra Layout PS,2022,33,1,1,1,1,0
1295_7752,Chandra Layout PS,2022,40,1,1,1,1,0
1295_7752,Chandra Layout PS,2022,44,1,1,1,1,0
1295_7752,Chandra Layout PS,2022,45,1,1,1,1,0
1295_7752,Chandra Layout PS,2022,46,1,1,1,1,1
1295_7752,Chandra Layout PS,2022,48,1,1,1,2,0
1295_7752,Chandra Layout PS,2023,2,1,1,2,1,0
1295_7752,Chandra Layout PS,2023,6,1,2,1,1,0
1295_7752,Chandra Layout PS,2023,9,2,1,1,1,0
1295_7752,Chandra Layout PS,2023,10,1,1,1,1,0
1295_7752,Chandra Layout PS,2023,11,1,1,1,1,1
1295_7752,Chandra Layout PS,2023,14,1,1,1,3,1
1295_7752,Chandra Layout PS,2023,16,1,1,3,2,1
1295_7752,Chandra Layout PS,2023,17,1,3,2,3,0
1295_7752,Chandra Layout PS,2023,18,3,2,3,1,0
1295_7752,Chandra Layout PS,2023,21,2,3,1,1,0
1295_7752,Chandra Layout PS,2023,21,3,1,1,1,0
1295_7752,Chandra Layout PS,2023,22,1,1,1,1,0
1295_7752,Chandra Layout PS,2023,22,1,1,1,1,2
1295_7752,Chandra Layout PS,2023,23,1,1,1,5,0
1295_7752,Chandra Layout PS,2023,28,1,1,5,1,0
1295_7752,Chandra Layout PS,2023,30,1,5,1,1,0
1295_7752,Chandra Layout PS,2023,30,5,1,1,1,0
1295_7752,Chandra Layout PS,2023,31,1,1,1,1,0
1295_7752,Chandra Layout PS,2023,32,1,1,1,1,0
1295_7752,Chandra Layout PS,2023,34,1,1,1,1,0
1295_7752,Chandra Layout PS,2023,35,1,1,1,1,0
1295_7752,Chandra Layout PS,2023,35,1,1,1,1,0
1295_7752,Chandra Layout PS,2023,36,1,1,1,1,1
1295_7752,Chandra Layout PS,2023,40,1,1,1,3,0
1295_7752,Chandra Layout PS,2023,40,1,1,3,1,0
1295_7752,Chandra Layout PS,2023,41,1,3,1,1,0
1295_7752,Chandra Layout PS,2023,42,3,1,1,1,0
1295_7752,Chandra Layout PS,2023,43,1,1,1,1,1
1295_7752,Chandra Layout PS,2023,46,1,1,1,2,0
1295_7752,Chandra Layout PS,2023,48,1,1,2,1,1
1295_7752,Chandra Layout PS,2023,49,1,2,1,2,0
1295_7752,Chandra Layout PS,2023,49,2,1,2,1,0
1295_7752,Chandra Layout PS,2023,50,1,2,1,1,1
1295_7752,Chandra Layout PS,2023,51,2,1,1,2,0
1295_7752,Chandra Layout PS,2023,52,1,1,2,1,0
1295_7753,Vijayanagar PS,2016,5,1,1,1,1,0
1295_7753,Vijayanagar PS,2016,7,1,1,1,1,0
1295_7753,Vijayanagar PS,2016,8,1,1,1,1,0
1295_7753,Vijayanagar PS,2016,10,1,1,1,1,0
1295_7753,Vijayanagar PS,2016,13,1,1,1,1,0
1295_7753,Vijayanagar PS,2016,14,1,1,1,1,0
1295_7753,Vijayanagar PS,2016,15,1,1,1,1,0
1295_7753,Vijayanagar PS,2016,22,1,1,1,1,0
1295_7753,Vijayanagar PS,2016,23,1,1,1,1,0
1295_7753,Vijayanagar PS,2016,35,1,1,1,1,0
1295_7753,Vijayanagar PS,2016,39,1,1,1,1,1
1295_7753,Vijayanagar PS,2016,42,1,1,1,2,0
1295_7753,Vijayanagar PS,2016,43,1,1,2,1,0
1295_7753,Vijayanagar PS,2016,43,1,2,1,1,0
1295_7753,Vijayanagar PS,2016,44,2,1,1,1,0
1295_7753,Vijayanagar PS,2016,48,1,1,1,1,0
1295_7753,Vijayanagar PS,2016,49,1,1,1,1,0
1295_7753,Vijayanagar PS,2016,50,1,1,1,1,1
1295_7753,Vijayanagar PS,2016,51,1,1,1,2,0
1295_7753,Vijayanagar PS,2016,52,1,1,2,1,0
1295_7753,Vijayanagar PS,2017,1,1,2,1,1,0
1295_7753,Vijayanagar PS,2017,2,2,1,1,1,0
1295_7753,Vijayanagar PS,2017,2,1,1,1,1,0
1295_7753,Vijayanagar PS,2017,3,1,1,1,1,0
1295_7753,Vijayanagar PS,2017,4,1,1,1,1,0
1295_7753,Vijayanagar PS,2017,5,1,1,1,1,1
1295_7753,Vijayanagar PS,2017,5,1,1,1,2,0
1295_7753,Vijayanagar PS,2017,7,1,1,2,1,0
1295_7753,Vijayanagar PS,2017,7,1,2,1,1,1
1295_7753,Vijayanagar PS,2017,8,2,1,1,2,1
1295_7753,Vijayanagar PS,2017,10,1,1,2,2,0
1295_7753,Vijayanagar PS,2017,13,1,2,2,1,0
1295_7753,Vijayanagar PS,2017,13,2,2,1,1,0
1295_7753,Vijayanagar PS,2017,15,2,1,1,1,1
1295_7753,Vijayanagar PS,2017,16,1,1,1,2,0
1295_7753,Vijayanagar PS,2017,17,1,1,2,1,0
1295_7753,Vijayanagar PS,2017,18,1,2,1,1,0
1295_7753,Vijayanagar PS,2017,20,2,1,1,1,0
1295_7753,Vijayanagar PS,2017,21,1,1,1,1,0
1295_7753,Vijayanagar PS,2017,23,1,1,1,1,0
1295_7753,Vijayanagar PS,2017,25,1,1,1,1,1
1295_7753,Vijayanagar PS,2017,27,1,1,1,2,0
1295_7753,Vijayanagar PS,2017,28,1,1,2,1,0
1295_7753,Vijayanagar PS,2017,29,1,2,1,1,2
1295_7753,Vijayanagar PS,2017,31,2,1,1,4,0
1295_7753,Vijayanagar PS,2017,39,1,1,4,1,0
1295_7753,Vijayanagar PS,2017,40,1,4,1,1,0
1295_7753,Vijayanagar PS,2017,43,4,1,1,1,1
1295_7753,Vijayanagar PS,2017,44,1,1,1,2,0
1295_7753,Vijayanagar PS,2017,47,1,1,2,1,0
1295_7753,Vijayanagar PS,2017,48,1,2,1,1,1
1295_7753,Vijayanagar PS,2017,51,2,1,1,2,0
1295_7753,Vijayanagar PS,2017,52,1,1,2,1,0
1295_7753,Vijayanagar PS,2017,52,1,2,1,1,0
1295_7753,Vijayanagar PS,2018,1,2,1,1,1,0
1295_7753,Vijayanagar PS,2018,3,1,1,1,1,0
1295_7753,Vijayanagar PS,2018,10,1,1,1,1,0
1295_7753,Vijayanagar PS,2018,12,1,1,1,1,1
1295_7753,Vijayanagar PS,2018,13,1,1,1,2,0
1295_7753,Vijayanagar PS,2018,14,1,1,2,1,0
1295_7753,Vijayanagar PS,2018,15,1,2,1,1,0
1295_7753,Vijayanagar PS,2018,19,2,1,1,1,0
1295_7753,Vijayanagar PS,2018,20,1,1,1,1,0
1295_7753,Vijayanagar PS,2018,21,1,1,1,1,0
1295_7753,Vijayanagar PS,2018,23,1,1,1,1,0
1295_7753,Vijayanagar PS,2018,24,1,1,1,1,0
1295_7753,Vijayanagar PS,2018,25,1,1,1,1,0
1295_7753,Vijayanagar PS,2018,30,1,1,1,1,0
1295_7753,Vijayanagar PS,2018,31,1,1,1,1,1
1295_7753,Vijayanagar PS,2018,31,1,1,1,3,1
1295_7753,Vijayanagar PS,2018,33,1,1,3,2,0
1295_7753,Vijayanagar PS,2018,34,1,3,2,1,0
1295_7753,Vijayanagar PS,2018,38,3,2,1,1,0
1295_7753,Vijayanagar PS,2018,39,2,1,1,1,0
1295_7753,Vijayanagar PS,2018,42,1,1,1,1,0
1295_7753,Vijayanagar PS,2018,44,1,1,1,1,0
1295_7753,Vijayanagar PS,2018,49,1,1,1,1,0
1295_7753,Vijayanagar PS,2018,50,1,1,1,1,0
1295_7753,Vijayanagar PS,2019,3,1,1,1,1,0
1295_7753,Vijayanagar PS,2019,5,1,1,1,1,0
1295_7753,Vijayanagar PS,2019,5,1,1,1,1,0
1295_7753,Vijayanagar PS,2019,8,1,1,1,1,0
1295_7753,Vijayanagar PS,2019,9,1,1,1,1,0
1295_7753,Vijayanagar PS,2019,10,1,1,1,1,0
1295_7753,Vijayanagar PS,2019,12,1,1,1,1,0
1295_7753,Vijayanagar PS,2019,13,1,1,1,1,0
1295_7753,Vijayanagar PS,2019,14,1,1,1,1,0
1295_7753,Vijayanagar PS,2019,16,1,1,1,1,0
1295_7753,Vijayanagar PS,2019,16,1,1,1,1,0
1295_7753,Vijayanagar PS,2019,18,1,1,1,1,0
1295_7753,Vijayanagar PS,2019,20,1,1,1,1,1
1295_7753,Vijayanagar PS,2019,25,1,1,1,2,1
1295_7753,Vijayanagar PS,2019,27,1,1,2,2,0
1295_7753,Vijayanagar PS,2019,28,1,2,2,1,0
1295_7753,Vijayanagar PS,2019,32,2,2,1,1,0
1295_7753,Vijayanagar PS,2019,40,2,1,1,1,0
1295_7753,Vijayanagar PS,2019,43,1,1,1,1,0
1295_7753,Vijayanagar PS,2019,44,1,1,1,1,1
1295_7753,Vijayanagar PS,2019,49,1,1,1,2,0
1295_7753,Vijayanagar PS,2019,52,1,1,2,1,0
1295_7753,Vijayanagar PS,2020,2,1,2,1,1,0
1295_7753,Vijayanagar PS,2020,3,2,1,1,1,0
1295_7753,Vijayanagar PS,2020,11,1,1,1,1,0
1295_7753,Vijayanagar PS,2020,25,1,1,1,1,0
1295_7753,Vijayanagar PS,2020,26,1,1,1,1,0
1295_7753,Vijayanagar PS,2020,31,1,1,1,1,0
1295_7753,Vijayanagar PS,2020,34,1,1,1,1,1
1295_7753,Vijayanagar PS,2020,35,1,1,1,2,0
1295_7753,Vijayanagar PS,2020,48,1,1,2,1,0
1295_7753,Vijayanagar PS,2020,49,1,2,1,1,0
1295_7753,Vijayanagar PS,2020,53,2,1,1,1,0
1295_7753,Vijayanagar PS,2021,2,1,1,1,1,0
1295_7753,Vijayanagar PS,2021,3,1,1,1,1,0
1295_7753,Vijayanagar PS,2021,5,1,1,1,1,0
1295_7753,Vijayanagar PS,2021,6,1,1,1,1,0
1295_7753,Vijayanagar PS,2021,8,1,1,1,1,0
1295_7753,Vijayanagar PS,2021,9,1,1,1,1,1
1295_7753,Vijayanagar PS,2021,14,1,1,1,2,0
1295_7753,Vijayanagar PS,2021,25,1,1,2,1,0
1295_7753,Vijayanagar PS,2021,27,1,2,1,1,0
1295_7753,Vijayanagar PS,2021,30,2,1,1,1,0
1295_7753,Vijayanagar PS,2021,32,1,1,1,1,0
1295_7753,Vijayanagar PS,2021,34,1,1,1,1,1
1295_7753,Vijayanagar PS,2021,42,1,1,1,2,0
1295_7753,Vijayanagar PS,2021,44,1,1,2,1,0
1295_7753,Vijayanagar PS,2021,47,1,2,1,1,0
1295_7753,Vijayanagar PS,2021,53,2,1,1,1,0
1295_7753,Vijayanagar PS,2022,4,1,1,1,1,0
1295_7753,Vijayanagar PS,2022,6,1,1,1,1,0
1295_7753,Vijayanagar PS,2022,8,1,1,1,1,0
1295_7753,Vijayanagar PS,2022,8,1,1,1,1,0
1295_7753,Vijayanagar PS,2022,11,1,1,1,1,0
1295_7753,Vijayanagar PS,2022,14,1,1,1,1,0
1295_7753,Vijayanagar PS,2022,14,1,1,1,1,0
1295_7753,Vijayanagar PS,2022,15,1,1,1,1,0
1295_7753,Vijayanagar PS,2022,16,1,1,1,1,0
1295_7753,Vijayanagar PS,2022,16,1,1,1,1,1
1295_7753,Vijayanagar PS,2022,16,1,1,1,2,0
1295_7753,Vijayanagar PS,2022,16,1,1,2,1,0
1295_7753,Vijayanagar PS,2022,17,1,2,1,1,1
1295_7753,Vijayanagar PS,2022,18,2,1,1,2,0
1295_7753,Vijayanagar PS,2022,20,1,1,2,1,0
1295_7753,Vijayanagar PS,2022,25,1,2,1,1,0
1295_7753,Vijayanagar PS,2022,29,2,1,1,1,0
1295_7753,Vijayanagar PS,2022,32,1,1,1,1,1
1295_7753,Vijayanagar PS,2022,35,1,1,1,2,0
1295_7753,Vijayanagar PS,2022,35,1,1,2,1,0
1295_7753,Vijayanagar PS,2022,36,1,2,1,1,0
1295_7753,Vijayanagar PS,2022,38,2,1,1,1,0
1295_7753,Vijayanagar PS,2022,39,1,1,1,1,0
1295_7753,Vijayanagar PS,2022,45,1,1,1,1,0
1295_7753,Vijayanagar PS,2022,47,1,1,1,1,0
1295_7753,Vijayanagar PS,2022,50,1,1,1,1,1
1295_7753,Vijayanagar PS,2022,51,1,1,1,2,0
1295_7753,Vijayanagar PS,2023,1,1,1,2,1,1
1295_7753,Vijayanagar PS,2023,9,1,2,1,2,0
1295_7753,Vijayanagar PS,2023,11,2,1,2,1,0
1295_7753,Vijayanagar PS,2023,11,1,2,1,1,0
1295_7753,Vijayanagar PS,2023,16,2,1,1,1,0
1295_7753,Vijayanagar PS,2023,20,1,1,1,1,0
1295_7753,Vijayanagar PS,2023,21,1,1,1,1,0
1295_7753,Vijayanagar PS,2023,22,1,1,1,1,0
1295_7753,Vijayanagar PS,2023,24,1,1,1,1,0
1295_7753,Vijayanagar PS,2023,25,1,1,1,1,0
1295_7753,Vijayanagar PS,2023,28,1,1,1,1,0
1295_7753,Vijayanagar PS,2023,30,1,1,1,1,0
1295_7753,Vijayanagar PS,2023,31,1,1,1,1,0
1295_7753,Vijayanagar PS,2023,36,1,1,1,1,0
1295_7753,Vijayanagar PS,2023,38,1,1,1,1,0
1295_7753,Vijayanagar PS,2023,38,1,1,1,1,0
1295_7753,Vijayanagar PS,2023,39,1,1,1,1,1
1295_7753,Vijayanagar PS,2023,41,1,1,1,2,0
1295_7753,Vijayanagar PS,2023,42,1,1,2,1,1
1295_7753,Vijayanagar PS,2023,42,1,2,1,3,0
1295_7753,Vijayanagar PS,2023,42,2,1,3,1,0
1295_7753,Vijayanagar PS,2023,45,1,3,1,1,0
1295_7753,Vijayanagar PS,2023,46,3,1,1,1,0
1295_7753,Vijayanagar PS,2023,47,1,1,1,1,0
1295_7753,Vijayanagar PS,2023,51,1,1,1,1,0
1295_7753,Vijayanagar PS,2023,51,1,1,1,1,1
1295_7754,Basaveshwara Nagar PS,2016,32,1,1,1,1,1
1295_7754,Basaveshwara Nagar PS,2016,39,1,1,1,2,1
1295_7754,Basaveshwara Nagar PS,2016,40,1,1,2,2,0
1295_7754,Basaveshwara Nagar PS,2016,41,1,2,2,1,1
1295_7754,Basaveshwara Nagar PS,2016,42,2,2,1,3,1
1295_7754,Basaveshwara Nagar PS,2016,44,2,1,3,2,0
1295_7754,Basaveshwara Nagar PS,2016,45,1,3,2,1,0
1295_7754,Basaveshwara Nagar PS,2016,48,3,2,1,1,0
1295_7754,Basaveshwara Nagar PS,2016,49,2,1,1,1,1
1295_7754,Basaveshwara Nagar PS,2017,1,1,1,1,2,0
1295_7754,Basaveshwara Nagar PS,2017,1,1,1,2,1,0
1295_7754,Basaveshwara Nagar PS,2017,2,1,2,1,1,0
1295_7754,Basaveshwara Nagar PS,2017,3,2,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2017,4,1,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2017,4,1,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2017,6,1,1,1,1,1
1295_7754,Basaveshwara Nagar PS,2017,7,1,1,1,2,0
1295_7754,Basaveshwara Nagar PS,2017,8,1,1,2,1,0
1295_7754,Basaveshwara Nagar PS,2017,9,1,2,1,1,1
1295_7754,Basaveshwara Nagar PS,2017,10,2,1,1,2,1
1295_7754,Basaveshwara Nagar PS,2017,11,1,1,2,2,1
1295_7754,Basaveshwara Nagar PS,2017,12,1,2,2,2,0
1295_7754,Basaveshwara Nagar PS,2017,15,2,2,2,1,0
1295_7754,Basaveshwara Nagar PS,2017,16,2,2,1,1,1
1295_7754,Basaveshwara Nagar PS,2017,17,2,1,1,2,0
1295_7754,Basaveshwara Nagar PS,2017,20,1,1,2,1,0
1295_7754,Basaveshwara Nagar PS,2017,21,1,2,1,1,0
1295_7754,Basaveshwara Nagar PS,2017,22,2,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2017,23,1,1,1,1,2
1295_7754,Basaveshwara Nagar PS,2017,24,1,1,1,5,0
1295_7754,Basaveshwara Nagar PS,2017,24,1,1,5,1,1
1295_7754,Basaveshwara Nagar PS,2017,25,1,5,1,2,1
1295_7754,Basaveshwara Nagar PS,2017,27,5,1,2,2,1
1295_7754,Basaveshwara Nagar PS,2017,29,1,2,2,2,0
1295_7754,Basaveshwara Nagar PS,2017,30,2,2,2,1,1
1295_7754,Basaveshwara Nagar PS,2017,32,2,2,1,2,1
1295_7754,Basaveshwara Nagar PS,2017,33,2,1,2,2,0
1295_7754,Basaveshwara Nagar PS,2017,34,1,2,2,1,0
1295_7754,Basaveshwara Nagar PS,2017,35,2,2,1,1,0
1295_7754,Basaveshwara Nagar PS,2017,36,2,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2017,37,1,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2017,38,1,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2017,44,1,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2017,45,1,1,1,1,1
1295_7754,Basaveshwara Nagar PS,2017,46,1,1,1,3,1
1295_7754,Basaveshwara Nagar PS,2017,47,1,1,3,2,0
1295_7754,Basaveshwara Nagar PS,2017,47,1,3,2,1,1
1295_7754,Basaveshwara Nagar PS,2017,48,3,2,1,2,0
1295_7754,Basaveshwara Nagar PS,2017,50,2,1,2,1,0
1295_7754,Basaveshwara Nagar PS,2018,1,1,2,1,1,0
1295_7754,Basaveshwara Nagar PS,2018,3,2,1,1,1,1
1295_7754,Basaveshwara Nagar PS,2018,6,1,1,1,2,2
1295_7754,Basaveshwara Nagar PS,2018,7,1,1,2,4,0
1295_7754,Basaveshwara Nagar PS,2018,8,1,2,4,1,0
1295_7754,Basaveshwara Nagar PS,2018,9,2,4,1,1,0
1295_7754,Basaveshwara Nagar PS,2018,10,4,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2018,11,1,1,1,1,1
1295_7754,Basaveshwara Nagar PS,2018,12,1,1,1,2,1
1295_7754,Basaveshwara Nagar PS,2018,13,1,1,2,3,0
1295_7754,Basaveshwara Nagar PS,2018,13,1,2,3,1,0
1295_7754,Basaveshwara Nagar PS,2018,15,2,3,1,1,1
1295_7754,Basaveshwara Nagar PS,2018,16,3,1,1,3,2
1295_7754,Basaveshwara Nagar PS,2018,18,1,1,3,4,1
1295_7754,Basaveshwara Nagar PS,2018,18,1,3,4,2,0
1295_7754,Basaveshwara Nagar PS,2018,19,3,4,2,1,0
1295_7754,Basaveshwara Nagar PS,2018,20,4,2,1,1,0
1295_7754,Basaveshwara Nagar PS,2018,20,2,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2018,22,1,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2018,23,1,1,1,1,1
1295_7754,Basaveshwara Nagar PS,2018,24,1,1,1,2,0
1295_7754,Basaveshwara Nagar PS,2018,26,1,1,2,1,0
1295_7754,Basaveshwara Nagar PS,2018,27,1,2,1,1,1
1295_7754,Basaveshwara Nagar PS,2018,27,2,1,1,2,0
1295_7754,Basaveshwara Nagar PS,2018,28,1,1,2,1,0
1295_7754,Basaveshwara Nagar PS,2018,29,1,2,1,1,1
1295_7754,Basaveshwara Nagar PS,2018,30,2,1,1,3,0
1295_7754,Basaveshwara Nagar PS,2018,32,1,1,3,1,0
1295_7754,Basaveshwara Nagar PS,2018,34,1,3,1,1,0
1295_7754,Basaveshwara Nagar PS,2018,34,3,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2018,36,1,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2018,37,1,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2018,38,1,1,1,1,1
1295_7754,Basaveshwara Nagar PS,2018,40,1,1,1,2,0
1295_7754,Basaveshwara Nagar PS,2018,41,1,1,2,1,0
1295_7754,Basaveshwara Nagar PS,2018,42,1,2,1,1,0
1295_7754,Basaveshwara Nagar PS,2018,43,2,1,1,1,1
1295_7754,Basaveshwara Nagar PS,2018,44,1,1,1,2,0
1295_7754,Basaveshwara Nagar PS,2018,45,1,1,2,1,0
1295_7754,Basaveshwara Nagar PS,2018,46,1,2,1,1,0
1295_7754,Basaveshwara Nagar PS,2018,46,2,1,1,1,1
1295_7754,Basaveshwara Nagar PS,2018,47,1,1,1,3,1
1295_7754,Basaveshwara Nagar PS,2018,49,1,1,3,2,1
1295_7754,Basaveshwara Nagar PS,2018,50,1,3,2,2,1
1295_7754,Basaveshwara Nagar PS,2018,52,3,2,2,3,1
1295_7754,Basaveshwara Nagar PS,2019,2,2,2,3,2,1
1295_7754,Basaveshwara Nagar PS,2019,3,2,3,2,3,1
1295_7754,Basaveshwara Nagar PS,2019,6,3,2,3,2,0
1295_7754,Basaveshwara Nagar PS,2019,8,2,3,2,1,0
1295_7754,Basaveshwara Nagar PS,2019,9,3,2,1,1,0
1295_7754,Basaveshwara Nagar PS,2019,10,2,1,1,1,2
1295_7754,Basaveshwara Nagar PS,2019,13,1,1,1,4,2
1295_7754,Basaveshwara Nagar PS,2019,14,1,1,4,6,0
1295_7754,Basaveshwara Nagar PS,2019,15,1,4,6,1,0
1295_7754,Basaveshwara Nagar PS,2019,17,4,6,1,1,0
1295_7754,Basaveshwara Nagar PS,2019,18,6,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2019,19,1,1,1,1,1
1295_7754,Basaveshwara Nagar PS,2019,20,1,1,1,2,0
1295_7754,Basaveshwara Nagar PS,2019,21,1,1,2,1,1
1295_7754,Basaveshwara Nagar PS,2019,22,1,2,1,2,0
1295_7754,Basaveshwara Nagar PS,2019,22,2,1,2,1,0
1295_7754,Basaveshwara Nagar PS,2019,23,1,2,1,1,1
1295_7754,Basaveshwara Nagar PS,2019,23,2,1,1,2,0
1295_7754,Basaveshwara Nagar PS,2019,24,1,1,2,1,1
1295_7754,Basaveshwara Nagar PS,2019,25,1,2,1,2,0
1295_7754,Basaveshwara Nagar PS,2019,26,2,1,2,1,1
1295_7754,Basaveshwara Nagar PS,2019,29,1,2,1,2,1
1295_7754,Basaveshwara Nagar PS,2019,30,2,1,2,2,0
1295_7754,Basaveshwara Nagar PS,2019,31,1,2,2,1,1
1295_7754,Basaveshwara Nagar PS,2019,32,2,2,1,3,0
1295_7754,Basaveshwara Nagar PS,2019,33,2,1,3,1,1
1295_7754,Basaveshwara Nagar PS,2019,34,1,3,1,2,0
1295_7754,Basaveshwara Nagar PS,2019,37,3,1,2,1,0
1295_7754,Basaveshwara Nagar PS,2019,40,1,2,1,1,0
1295_7754,Basaveshwara Nagar PS,2019,45,2,1,1,1,1
1295_7754,Basaveshwara Nagar PS,2019,46,1,1,1,2,0
1295_7754,Basaveshwara Nagar PS,2019,47,1,1,2,1,1
1295_7754,Basaveshwara Nagar PS,2019,48,1,2,1,2,0
1295_7754,Basaveshwara Nagar PS,2019,50,2,1,2,1,0
1295_7754,Basaveshwara Nagar PS,2019,52,1,2,1,1,0
1295_7754,Basaveshwara Nagar PS,2020,5,2,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2020,8,1,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2020,10,1,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2020,29,1,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2020,33,1,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2020,35,1,1,1,1,1
1295_7754,Basaveshwara Nagar PS,2020,36,1,1,1,2,0
1295_7754,Basaveshwara Nagar PS,2020,37,1,1,2,1,1
1295_7754,Basaveshwara Nagar PS,2020,38,1,2,1,2,0
1295_7754,Basaveshwara Nagar PS,2020,39,2,1,2,1,0
1295_7754,Basaveshwara Nagar PS,2020,40,1,2,1,1,2
1295_7754,Basaveshwara Nagar PS,2020,45,2,1,1,4,1
1295_7754,Basaveshwara Nagar PS,2020,46,1,1,4,2,0
1295_7754,Basaveshwara Nagar PS,2020,46,1,4,2,1,0
1295_7754,Basaveshwara Nagar PS,2020,48,4,2,1,1,1
1295_7754,Basaveshwara Nagar PS,2020,50,2,1,1,3,0
1295_7754,Basaveshwara Nagar PS,2020,50,1,1,3,1,0
1295_7754,Basaveshwara Nagar PS,2020,53,1,3,1,1,0
1295_7754,Basaveshwara Nagar PS,2021,1,3,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2021,2,1,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2021,3,1,1,1,1,1
1295_7754,Basaveshwara Nagar PS,2021,3,1,1,1,2,0
1295_7754,Basaveshwara Nagar PS,2021,4,1,1,2,1,0
1295_7754,Basaveshwara Nagar PS,2021,4,1,2,1,1,0
1295_7754,Basaveshwara Nagar PS,2021,5,2,1,1,1,1
1295_7754,Basaveshwara Nagar PS,2021,8,1,1,1,2,0
1295_7754,Basaveshwara Nagar PS,2021,9,1,1,2,1,1
1295_7754,Basaveshwara Nagar PS,2021,14,1,2,1,2,0
1295_7754,Basaveshwara Nagar PS,2021,14,2,1,2,1,0
1295_7754,Basaveshwara Nagar PS,2021,15,1,2,1,1,0
1295_7754,Basaveshwara Nagar PS,2021,18,2,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2021,20,1,1,1,1,1
1295_7754,Basaveshwara Nagar PS,2021,22,1,1,1,2,1
1295_7754,Basaveshwara Nagar PS,2021,24,1,1,2,2,0
1295_7754,Basaveshwara Nagar PS,2021,25,1,2,2,1,1
1295_7754,Basaveshwara Nagar PS,2021,26,2,2,1,2,0
1295_7754,Basaveshwara Nagar PS,2021,28,2,1,2,1,0
1295_7754,Basaveshwara Nagar PS,2021,30,1,2,1,1,0
1295_7754,Basaveshwara Nagar PS,2021,35,2,1,1,1,1
1295_7754,Basaveshwara Nagar PS,2021,37,1,1,1,2,0
1295_7754,Basaveshwara Nagar PS,2021,38,1,1,2,1,0
1295_7754,Basaveshwara Nagar PS,2021,43,1,2,1,1,1
1295_7754,Basaveshwara Nagar PS,2021,44,2,1,1,3,0
1295_7754,Basaveshwara Nagar PS,2021,45,1,1,3,1,0
1295_7754,Basaveshwara Nagar PS,2021,45,1,3,1,1,1
1295_7754,Basaveshwara Nagar PS,2021,48,3,1,1,2,0
1295_7754,Basaveshwara Nagar PS,2021,49,1,1,2,1,1
1295_7754,Basaveshwara Nagar PS,2021,49,1,2,1,2,0
1295_7754,Basaveshwara Nagar PS,2021,51,2,1,2,1,1
1295_7754,Basaveshwara Nagar PS,2021,52,1,2,1,3,0
1295_7754,Basaveshwara Nagar PS,2022,2,2,1,3,1,0
1295_7754,Basaveshwara Nagar PS,2022,4,1,3,1,1,0
1295_7754,Basaveshwara Nagar PS,2022,5,3,1,1,1,0
1295_7754,Basaveshwara Nagar PS,2022,6,1,1,1,1,1
1295_7754,Basaveshwara Nagar PS,2022,7,1,1,1,2,0
1295_7754,Basaveshwara Nagar PS,2022,8,1,1,2,1,0
