Grid_ID,UnitName,Village_Area_Name
1259_7734,Malleshwaram PS,Malleshwara
1259_7735,Sadashivanagar Traffic PS,B D A UPRAMP
1259_7752,Malleshwaram PS,Malleswaram
1259_7753,Magadi Road PS,Industrial town
1259_7754,Rajarajeshwari Nagar PS,GAS
1259_7756,Magadi Road Traffic PS,rajaji nagar
1259_7757,Seshadripuram PS,S C ROAD
1259_7758,Rajarajeshwari Nagar PS,R.R.NAGARA
1259_7759,Rajarajeshwari Nagar PS,R.R.NAGARA
1259_7761,High Grounds PS,RACE COURSE ROAD
1259_7766,Kamakshipalya Traffic PS,SAND LORRY STAND
1259_7787,Rajarajeshwari Nagar PS,R.R.NAGARA
125_707,Rajajinagar Traffic PS,RAJAJINAGARA
125_771,Rajajinagar Traffic PS,Twelth main road
125_773,Rajajinagar Traffic PS,Twelth main road
125_7735,Thilaknagar PS,TILAKNAGAR
125_774,Rajajinagar Traffic PS,NANDINI LAYOUT
125_777,Rajajinagar Traffic PS,Twelth main road
1260_7711,Kalasipalya PS,SHAMBUPALYA
1260_7751,Kumaraswamy Layout Traffic PS,P.P LAYOUT
1260_7770,H.A.L. PS,DODDANAKKUNDI
1261_7704,Peenya PS,Chokkasandra
1261_7706,Kengeri PS,Nagadevanahalli
1261_7717,Rajarajeshwari Nagar PS,R.R.NAGARA
1261_7725,Magadi Road PS,Industrial town
1261_7756,Banashankari PS,Kadirenahalli
1261_7765,Magadi Road PS,TOLGATE
1262_7735,High Grounds PS,DABASPETE
1262_7756,South CEN Crime PS,SOUTH DVN
1263_6931,Byatarayanapura  PS,Shamanna Garden
1263_7649,Adugodi PS,RAJENDRA NAGARA
1263_7712,Byatarayanapura  PS,Muneshwa Block
1263_7713,Byatarayanapura  PS,Kasturi Ba Nagar
1263_7736,Kengeri PS,NAGADEVANA HALLI
1263_7755,Kengeri PS,Nagadevanahalli
1263_7763,Basavanagudi PS,IVth Model House Street
1264_1264,Byatarayanapura  PS,Kasturi Ba Nagar
1264_7625,Jayanagar PS,JAYANAGAR
1264_7736,Byatarayanapura  PS,Narasimhaiah Colony
1264_7755,Girinagar PS,NAGENDRA BLOCK SIXTH MAIN TO PES COLLEGE
1264_7761,Jeevan Bhima Nagar (Indiranagar) Traffic  PS,INDIRANGARA
1265_1265,Magadi Road PS,GOPALAPURA
1265_7712,Malleshwaram PS,Malleswaram
1265_7713,Seshadripuram PS,R V SHETTY LAYOUT
1265_7715,Magadi Road PS,Industrial town
1265_7725,Rajarajeshwari Nagar PS,R.R.NAGARA
1265_7726,Rajarajeshwari Nagar PS,R.R.NAGARA
1265_7735,Magadi Road PS,SSI area
1265_7736,Magadi Road PS,Industrial town
1265_7738,Magadi Road PS,TOLGATE
1265_7745,Beguru PS,PATEL LAYOUT
1265_7747,Byatarayanapura  PS,ATHMAJYOTHI NAGAR
1265_7751,Magadi Road PS,GOPALAPURA
1265_7753,Magadi Road Traffic PS,rajaji nagar
1265_7755,Kengeri PS,SHIRKE
1265_7756,Rajarajeshwari Nagar PS,R.R.NAGARA
1265_7758,Magadi Road PS,RAJAJINAGARA ENTRENCE
1265_7759,Magadi Road PS,RAJAJINAGARA ENTRENCE
1265_7763,Bandepalya PS,HOSAPALYA
1265_7765,Kengeri PS,RP ROAD
1265_7768,Magadi Road PS,RAJAJINAGARA ENTRENCE
1265_7795,Kengeri PS,SHIRKE
1266_7756,Sampangiramanagar PS,S R Nagara
1266_7758,Central CEN Crime PS,Central division Limit
1266_7759,Sampangiramanagar PS,S R Nagara
1266_7765,Kengeri PS,LEFT SIDE FROM KARNATAKA BANK TO BHAIRAVA BAR
1266_7778,Bommanahalli PS,Hongasandra
1266_7793,Kengeri PS,SUBASH NAGARA
1266_7794,Kamakshipalya PS,Other Jurisdiction
1267_7658,Subramanyapura PS,VASANTHAPURA GUDDA
1267_7702,Thalaghattapura PS,Raguvanahalli
1267_7725,Banashankari PS,Kadirenahalli
1268_6808,Electronic City Traffic PS,Chikkabeguru gate
1268_7708,Electronic City Traffic PS,Konappana agrahara
1268_7747,Electronic City Traffic PS,Niladri road
1268_7756,Electronic City Traffic PS,singasandra
1268_7757,Seshadripuram PS,R V SHETTY LAYOUT
1268_7761,Subramanyapura PS,DODDAGOWDANAPALYA
1268_7762,Electronic City Traffic PS,Konappana agrahara
1268_7765,Basavanagudi PS,Ist Cross Road
1268_7770,Parappana Agrahara PS,SINGASANDRA
1269_7712,Rajarajeshwari Nagar PS,R.R.NAGARA
1269_7715,Rajarajeshwari Nagar PS,R.R.NAGARA
1269_7736,Varthur PS,VARTHUR
1269_7752,Kumaraswamy Layout Traffic PS,JARAGANAHALLI BUS STAND
1269_7763,H.A.L. PS,MARATHALLI
1269_7781,Indiranagar PS,INDIRANAGAR
1270_7726,Byatarayanapura  PS,Narasimhaiah Colony
1270_7754,Hanumanthanagar PS,VINAYAKA NAGARA
1271_7751,Airport Traffic PS,AIRPORT MAIN ROAD
1271_7762,Madivala Traffic PS,KARANTH JUCNTION
1271_7770,Kadugodi PS,DINNUR
1271_7771,Kadugodi PS,DINNUR
1272_7740,V V Puram Traffic PS,Ist Main
1272_7748,Kengeri PS,SHIRKE APPARTMENTS
1272_7777,Varthur PS,R G HALLI SIIAPURA TUBARAHALLI
1273_7769,Jayanagar PS,JAYANAGAR
1273_7801,South CEN Crime PS,SOUTH DVN
1274_7724,Central CEN Crime PS,Central division Limit
1274_7748,V V Puram Traffic PS,ANNAPORNA HOTEL JUNCTION
1274_7757,Upparpet Traffic PS,Near Upparpet Police Station
1274_7771,Varthur PS,VARTHUR
1275_6635,Sanjay Nagar PS,CENTRAL EXCISE LAYOUT
1275_7708,Electronic City Traffic PS,Basapura
1275_7736,Vijayanagar PS,BINNY LAYOUT
1275_7753,Vijayanagar PS,BINNY LAYOUT
1275_7754,Vijayanagar PS,BINNY LAYOUT
1275_7755,Kempegowda Nagar PS,KG Nagar Main Road
1275_7761,Electronic City Traffic PS,Konappana agrahara
1275_7789,Basavanagudi PS,K.R ROAD
1275_7796,Magadi Road Traffic PS,magadi road
1276_6817,Suddaguntepalya PS,Ramaiah layout
1276_7663,Thalaghattapura Traffic PS,Gubbalalla
1276_7724,Central CEN Crime PS,Central division Limit
1276_7756,Central CEN Crime PS,Central division Limit
1276_7778,Basavanagudi PS,M.N.K ROAD
1277_7716,Hulimavu PS,T RAMAIAH GARDEN
1277_7725,Kumaraswamy Layout PS,K.S.Layout First Stage
1277_7754,Magadi Road Traffic PS,rajaji nagar
1277_7756,Konanakunte PS,KRISHNA NAGAR
1277_7777,Subramanyapura PS,CHUNCHGHTTA
1277_7798,Mahalakshmipuram PS,Mahalakshmi layout
1278_7712,Rajarajeshwari Nagar PS,R.R.NAGARA
1278_7723,Electronic City Traffic PS,Electronic City Phase I
1278_7725,Mahadevapura PS,A NARAYANAPURA
1278_7750,Beguru PS,others
1278_7756,Annapoorneshwari Nagar PS,KENGUNTE
1278_7762,Beguru PS,ROYAL MERIDIAN LAYOUT
1278_7769,Koramangala PS,KORAMANGALA
1278_7776,Basavanagudi PS,Kanakapura Road
1278_7778,Basavanagudi PS,M.N.K ROAD
1278_7787,Basavanagudi PS,VSOUTH CROSS ROAD
1278_7789,Basavanagudi PS,RANOJI RAO ROAD
1278_7796,H.A.L. PS,ANNASANDRA PALYA
1279_7712,Electronic City Traffic PS,Nice road
1279_7716,Byatarayanapura  PS,VENKATESHWARA NAGAR
1279_7725,Channammanakere Achu Kattu PS,ITTAMADU
1279_7738,Halasur PS,Other ps limits
1279_7744,Byatarayanapura  PS,Nayandahalli Junction
1279_7748,Annapoorneshwari Nagar PS,D GROUP LAY OUT
1279_7750,Jayanagar PS,Eighth Block Jayanagar
1279_7755,South CEN Crime PS,SOUTH DVN
1279_7762,Konanakunte PS,GOTTIGERE
1279_7770,Annapoorneshwari Nagar PS,KENGUNTE
1280_7488,Adugodi PS,CHANDRAPPA NAGARA
1280_7701,Byatarayanapura  PS,Flower Garden
1280_7715,Kalasipalya PS,KALASIPALYA BUS STAND
1280_7742,Koramangala PS,KATHALI PALYA
1280_7753,Thalaghattapura PS,Thalagattapura
1280_7754,Rajarajeshwari Nagar PS,R.R.NAGARA
1280_7764,South CEN Crime PS,SOUTH DVN
1281_7755,South CEN Crime PS,SOUTH DVN
1281_7758,Madivala PS,AXA BUILDING
1281_7760,Rajagopal Nagar PS,other PS Limits
1281_7764,Electronic City PS,VEERASANDRA GATE
1281_7766,Banashankari PS,Kadirenahalli
1281_7768,SouthEast CEN Crime PS,Southeast
1282_7684,Kengeri Traffic PS,Kengeri upanagara
1282_7755,Thalaghattapura PS,Thalagattapura
1282_7756,Konanakunte PS,WEAVERS COLONY
1282_7765,K.R. Puram PS,V.B. LAYOUT
1282_7766,Electronic City Traffic PS,EC IInd gate
1282_7779,Basaveshwara Nagar PS,KIRLOSKAR COLONY
1283_7745,Hulimavu PS,T RAMAIAH GARDEN
1283_7746,Parappana Agrahara PS,SINGASANDRA
1283_7747,Electronic City Traffic PS,Konappana agrahara
1283_7751,Subramanyanagar PS,SUBRAMANYA NAGAR
1283_7752,Thalaghattapura PS,Jattigarapalya
1283_7753,Thalaghattapura PS,Uttari
1283_7754,SouthEast CEN Crime PS,Southeast
1283_7756,Basavanagudi Women PS,JAYANAGARA
1283_7757,Konanakunte PS,WEAVERS COLONY
1283_7758,Konanakunte PS,WEAVERS COLONY
1283_7759,Hulimavu PS,HULIMAVU GATE
1283_7761,Electronic City Traffic PS,Basapura
1283_7762,Electronic City Traffic PS,Bettadasanapura road
1283_7763,Marathahalli PS,YAMALURU
1283_7764,Electronic City Traffic PS,Niladri road
1283_7765,Electronic City PS,VEERASANDRA GATE
1283_7766,Electronic City Traffic PS,Electronic City Main Gate
1283_7767,Electronic City Traffic PS,Electronic City Phase I
1283_7768,Electronic City Traffic PS,Electronic City Main Gate
1283_7773,Varthur PS,KODATI SULIKUNTE AMBEDKAR NAGARA
1284_7673,Jagajeevanram Nagar PS,New Pension Lane
1284_7700,HSR Layout PS,OTHER
1284_7746,Parappana Agrahara PS,NAGANATHAPURA
1284_7754,SouthEast CEN Crime PS,Southeast
1284_7755,Kumaraswamy Layout Traffic PS,Nice road
1284_7756,Kumaraswamy Layout Traffic PS,Nice road
1284_7757,Konanakunte PS,WEAVERS COLONY
1284_7758,Konanakunte PS,WEAVERS COLONY
1284_7759,K.R. Puram PS,V.B. LAYOUT
1284_7760,Hulimavu PS,T RAMAIAH GARDEN
1284_7761,Electronic City Traffic PS,Bettadasanapura road
1284_7762,Electronic City PS,VISHWAPRIYA LAYOUT
1284_7763,Electronic City Traffic PS,Bettadasanapura road
1284_7764,Electronic City Traffic PS,Niladri road
1284_7765,Electronic City Traffic PS,Veerasandra gate junction
1284_7766,Electronic City Traffic PS,Electronic City Phase I
1284_7767,Electronic City Traffic PS,Electronic City Main Gate
1284_7768,Parappana Agrahara PS,BERETENA AGRAHARA
1284_7772,Varthur PS,KODATI SULIKUNTE AMBEDKAR NAGARA
1285_3533,Konanakunte PS,KEMBATHALLI
1285_766,Electronic City Traffic PS,Konappana agrahara
1285_7723,H.A.L. PS,VIGNANA NAGARA
1285_7725,H.A.L. PS,DODDANAKKUNDI
1285_7734,Thalaghattapura PS,Gubbalala
1285_7736,Kalasipalya PS,BAMBOO BAZAAR
1285_7744,Kengeri PS,RP ROAD
1285_7746,Byatarayanapura  PS,Bangalore One And Fifty Feet Road
1285_7751,Thalaghattapura PS,Turahalli
1285_7752,City Market Traffic PS,KALSIPALYA
1285_7753,Kumaraswamy Layout Traffic PS,Nice road
1285_7754,Thalaghattapura PS,Doddathaguni
1285_7755,South CEN Crime PS,SOUTH DVN
1285_7756,Kumaraswamy Layout Traffic PS,ANJANAPURA DOUBLE ROAD
1285_7757,Thalaghattapura PS,Gubbalala
1285_7758,Konanakunte PS,GOTTIGERE
1285_7759,Jayanagar PS,Eighth Block Jayanagar
1285_7760,Electronic City Traffic PS,Beguru main road
1285_7761,Electronic City Traffic PS,Nice road
1285_7762,Electronic City PS,MYLASANDRA VILLAGE
1285_7763,Girinagar PS,VIDYA NAGAR
1285_7764,Electronic City PS,WHITE FEATHER
1285_7765,Electronic City Traffic PS,Nice road
1285_7766,Electronic City Traffic PS,Konappana agrahara
1285_7767,Electronic City Traffic PS,EC IInd gate
1285_7768,Parappana Agrahara PS,BERETENA AGRAHARA
1285_7769,Parappana Agrahara PS,CHIKKANAGAMANGALA
1285_7778,Subramanyanagar PS,GAYATHRINAGAR
1285_7786,Basavanagudi PS,M.N.K ROAD
1285_7789,Basavanagudi PS,R V Road
1286_1286,Electronic City Traffic PS,Konappana agrahara
1286_7745,Whitefield PS,AMBEDKAR NAGARA GUTTE
1286_7750,Kumaraswamy Layout Traffic PS,Nice road
1286_7751,Thalaghattapura PS,Nagegowdanapalya
1286_7752,V V Puram Traffic PS,ANNAPORNA HOTEL JUNCTION
1286_7753,Kumaraswamy Layout Traffic PS,JARAGANAHALLI BUS STAND
1286_7754,Kumaraswamy Layout Traffic PS,JARAGANAHALLI BUS STAND
1286_7755,Subramanyapura PS,MARUTHI LAYOUT
1286_7756,Jayaprakash Nagar PS,MARENAHALLI VILLAGE
1286_7757,Konanakunte PS,EWS SECTOR
1286_7758,Konanakunte PS,EWS SECTOR
1286_7759,Konanakunte PS,WEAVERS COLONY
1286_7760,Hulimavu PS,HULIMAVU GATE
1286_7761,Hulimavu Traffic PS,J P Nagar
1286_7762,Electronic City Traffic PS,Beguru main road
1286_7763,Electronic City Traffic PS,Nice road
1286_7764,Electronic City Traffic PS,Basapura
1286_7765,Parappana Agrahara PS,HOSA ROAD
1286_7766,Electronic City Traffic PS,Basapura
1286_7767,Parappana Agrahara PS,ELECTRONIC CITY
1286_7768,Basavanagudi PS,N.R COLONY
1286_7769,Kamakshipalya PS,Other Jurisdiction
1286_7771,Electronic City Traffic PS,Bettadasanapura road
1286_7780,HSR Layout PS,HSR LAYOUT SECTOR FIRST
1286_7783,Basavanagudi PS,Ist Cross Road
1286_7785,Basavanagudi PS,Ist Cross Road
1286_7786,Basavanagudi PS,Vth Main Road
1286_7787,Basavanagudi PS,M.N.K ROAD
1286_7789,Basavanagudi PS,Krishna Road
1286_7795,Kempapura Agrahara PS,Cholurpalya
1286_7796,Kempapura Agrahara PS,First Main Road K.P.Agrahara
1286_7798,Basavanagudi PS,RANOJI RAO ROAD
1287_2757,Konanakunte PS,KOTHANURA VILLAGE
1287_7487,Jayanagar PS,Fourth T Block Jayanagar
1287_754,Thalaghattapura Traffic PS,Gubbalalla
1287_7737,Beguru PS,ROYAL MERIDIAN LAYOUT
1287_7739,Airport PS,MURUGESHPALYA
1287_7744,Kengeri PS,RV COLLEGE BUS STOP
1287_7748,Thalaghattapura PS,Channaveeranapalya
1287_7749,Kumaraswamy Layout Traffic PS,Nice road
1287_7750,Banashankari PS,Yarabanagara
1287_7751,Subramanyapura PS,DODDAGOWDANAPALYA
1287_7752,Thalaghattapura PS,Gaviyanapalya
1287_7753,Thalaghattapura PS,Gaviyanapalya
1287_7754,Thalaghattapura PS,Jattigarapalya
1287_7755,Konanakunte PS,KONANAKUNTE
1287_7756,Konanakunte PS,MYSORE BANK COLONY
1287_7757,Konanakunte PS,KOTTHANOOR VILLAGE
1287_7758,Konanakunte PS,KOTTHANOOR VILLAGE
1287_7759,Hulimavu PS,HULIMAVU GATE
1287_7760,Hulimavu PS,HULIMAVU GATE
1287_7761,Hulimavu Traffic PS,J P Nagar
1287_7762,Hulimavu Traffic PS,J P Nagar
1287_7763,Beguru PS,YELENA HALLI
1287_7764,Electronic City Traffic PS,singasandra
1287_7765,Electronic City Traffic PS,Basapura
1287_7766,Parappana Agrahara PS,SINGASANDRA
1287_7767,Electronic City Traffic PS,Parappana agrahara
1287_7770,Bellanduru PS,RAHDA REDDY LAYOUT
1287_7771,Varthur PS,KODATI SULIKUNTE AMBEDKAR NAGARA
1287_7779,Basavanagudi PS,Model Cross Street
1287_7784,Basavanagudi PS,K.R ROAD
1287_7786,Basavanagudi PS,M.N.K ROAD
1287_7787,Basavanagudi PS,M.N.K ROAD
1287_7789,Basavanagudi PS,Bugle Rock Road
1287_7793,Basavanagudi PS,BP Wadia Road
1288_1284,Konanakunte PS,EWS SECTOR
1288_7737,Beguru PS,DEVARACHIKKANAHALLI
1288_7738,Beguru PS,HONGASANDRA
1288_7745,Konanakunte PS,KONANAKUNTE VILLAGE
1288_7746,Kengeri Traffic PS,SHIRKA JUNCTION
1288_7747,Kengeri Traffic PS,MYSROE ROAD
1288_7748,Kengeri Traffic PS,MYSROE ROAD
1288_7749,Jayanagar PS,Eighth Block Jayanagar
1288_7750,Kengeri Traffic PS,MYSROE ROAD
1288_7751,Thalaghattapura PS,Chikkegowdanapalya
1288_7752,Kengeri Traffic PS,MYSROE ROAD
1288_7753,Thalaghattapura PS,Gubbalala
1288_7754,Jayanagar PS,Eighth Block Jayanagar
1288_7755,Subramanyapura PS,VALLABHANAGAR
1288_7756,Kumaraswamy Layout Traffic PS,JARAGANAHALLI BUS STAND
1288_7757,Puttenahalli PS,Santhruptinagar
1288_7758,Kumaraswamy Layout PS,Kumaraswamy Layout First stage
1288_7759,Mico Layout PS,BILEKAHALLI
1288_7760,Mico Layout PS,BILEKAHALLI
1288_7761,Mico Layout PS,BILEKAHALLI
1288_7762,Hulimavu Traffic PS,J P Nagar
1288_7763,Beguru PS,PATEL LAYOUT
1288_7764,Madivala Traffic PS,MADIVALA
1288_7765,Electronic City Traffic PS,Basapura
1288_7766,Parappana Agrahara PS,SINGASANDRA
1288_7767,Electronic City Traffic PS,Basapura
1288_7768,Parappana Agrahara PS,NAGANATHAPURA
1288_7769,Bellanduru PS,RAHDA REDDY LAYOUT
1288_7770,Varthur PS,KODATI SULIKUNTE AMBEDKAR NAGARA
1288_7771,Varthur PS,KODATI SULIKUNTE AMBEDKAR NAGARA
1288_7772,Varthur PS,KODATI SULIKUNTE AMBEDKAR NAGARA
1288_7773,Varthur PS,KODATI SULIKUNTE AMBEDKAR NAGARA
1289_1289,Subramanyapura PS,BRANDAVAN LAYOUT
1289_756,Kumaraswamy Layout PS,Kashi Nagar
1289_7732,Kempapura Agrahara PS,Magadi Road
1289_7734,HSR Layout PS,OTHER
1289_7738,Bandepalya PS,HOSAPALYA
1289_7746,Kengeri Traffic PS,channasandra
1289_7747,Kengeri Traffic PS,MYSROE ROAD
1289_7748,Upparpet PS,Other Police Sation
1289_7749,Kengeri PS,VALAGERE HALLI POLICE QUARTARS
1289_7750,Kengeri PS,LEFT SIDE FROM KARNATAKA BANK TO BHAIRAVA BAR
1289_7751,Kengeri PS,LEFT SIDE FROM KARNATAKA BANK TO BHAIRAVA BAR
1289_7752,Kengeri PS,SHIRKE APPARTMENTS
1289_7753,Jayanagar Traffic PS,J P NAGARA
1289_7754,Halasurgate PS,CUBBONPET
1289_7755,Kumaraswamy Layout PS,Kumaraswamy Layout First stage
1289_7756,Kumaraswamy Layout PS,ISRO LAYOUT
1289_7757,Kumaraswamy Layout PS,ISRO LAYOUT
1289_7758,Jayanagar PS,Eighth Block Jayanagar
1289_7759,Mico Layout Traffic PS,RANKA COLONY
1289_7760,Mico Layout PS,BILEKAHALLI
1289_7761,Madivala Traffic PS,HONGA SANDRA
1289_7762,Bommanahalli PS,Roopena Agrahara
1289_7763,Madivala Traffic PS,MADIVALA
1289_7764,Madivala Traffic PS,MADIVALA
1289_7765,Electronic City Traffic PS,singasandra
1289_7766,Bellanduru PS,Ibbalurr
1289_7767,HSR Lay Out Traffic PS,AGAR
1289_7768,Bellanduru PS,RAHDA REDDY LAYOUT
1289_7769,Bellanduru PS,RAHDA REDDY LAYOUT
1289_7770,Varthur PS,KODATI SULIKUNTE AMBEDKAR NAGARA
1289_7771,Varthur PS,KODATI SULIKUNTE AMBEDKAR NAGARA
1289_7772,Varthur PS,KODATI SULIKUNTE AMBEDKAR NAGARA
1289_7773,Varthur PS,KODATI SULIKUNTE AMBEDKAR NAGARA
1289_7778,Basavanagudi PS,K.R ROAD
1289_7779,Basavanagudi PS,R V Road
1289_7789,Malleshwaram PS,Malleshwara
1289_7798,Basavanagudi PS,Model Cross Street
1289_7799,Kumaraswamy Layout Traffic PS,SRINIVASA THEATER
1290_5877,Jayaprakash Nagar PS,SARAKKI AGRAHARA
1290_7638,Kalasipalya PS,HAMEEDKHAN GARDEN
1290_7664,Jayanagar Traffic PS,J P NAGARA
1290_7735,Subramanyapura PS,CHUNCHGHTTA
1290_7744,Kengeri PS,SONNENA HALLI
1290_7746,Kengeri PS,KENGERI
1290_7747,Kengeri PS,KENGERI
1290_7748,Kengeri PS,KENGERI
1290_7749,Kengeri PS,CHANNASANDRA
1290_7750,Kengeri PS,LEFT SIDE FROM KARNATAKA BANK TO BHAIRAVA BAR
1290_7751,Kengeri PS,CHANNASANDRA
1290_7752,Kengeri PS,CHANNASANDRA
1290_7753,Kumaraswamy Layout Traffic PS,Nice road
1290_7754,Siddapura PS,Someshwara Nagar
1290_7755,Kumaraswamy Layout PS,B.D.A Layout
1290_7756,Kumaraswamy Layout PS,Kumaraswamy Layout First stage
1290_7757,Kumaraswamy Layout PS,ISRO LAYOUT
1290_7758,Hulimavu Traffic PS,J P Nagar
1290_7759,Jayaprakash Nagar PS,MARENAHALLI
1290_7760,Mico Layout PS,BTM SECOND STAGE
1290_7761,Mico Layout PS,BTM SECOND STAGE
1290_7762,Madivala Traffic PS,MADIVALA
1290_7763,Madivala Traffic PS,MADIVALA
1290_7764,HSR Lay Out Traffic PS,HSR Layout
1290_7765,HSR Lay Out Traffic PS,HSR Layout
1290_7766,Bellanduru PS,Ibbalurr
1290_7767,Bellanduru PS,Kaikondralli
1290_7768,Bellanduru PS,RAHDA REDDY LAYOUT
1290_7769,HSR Lay Out Traffic PS,AGAR
1290_7770,Varthur PS,KODATI SULIKUNTE AMBEDKAR NAGARA
1290_7771,Varthur PS,KODATI SULIKUNTE AMBEDKAR NAGARA
1290_7772,Varthur PS,KACHAMANAHALLI MULLURU CIHICKBALANDURU
1290_7773,Varthur PS,KACHAMANAHALLI MULLURU CIHICKBALANDURU
1290_7795,Banashankari PS,Raghavendra Matta
1291_1211,Kumaraswamy Layout Traffic PS,JARAGANAHALLI BUS STAND
1291_1291,Banashankari PS,Banashankari IInd Stage
1291_762,Banashankari PS,Kadirenahalli
1291_7700,Suddaguntepalya PS,Ninth A main
1291_7702,Kengeri PS,SONNENA HALLI
1291_7705,Subramanyapura PS,R K LAYOUT
1291_7729,Kengeri PS,HARASHA LAYOUT
1291_7733,Jayaprakash Nagar PS,JARAGANAHALLI
1291_7737,Girinagar PS,GIRINAGAR
1291_7740,Byatarayanapura  PS,PANTHRAPALYA
1291_7745,Kamakshipalya Traffic PS,Nice Road
1291_7746,Kengeri Traffic PS,MYSROE ROAD
1291_7747,Kengeri PS,MANASALAYOUT
1291_7748,Kengeri PS,KENGERI
1291_7749,Kengeri PS,CHANNASANDRA
1291_7750,Kengeri PS,SHIRKE APPARTMENTS
1291_7751,Basavanagudi PS,VSOUTH CROSS ROAD
1291_7752,Rajarajeshwari Nagar PS,R.R.NAGARA
1291_7753,Girinagar PS,Hosakerehalli
1291_7754,Kumaraswamy Layout Traffic PS,P.P LAYOUT
1291_7755,Banashankari Traffic PS,BSK RING ROAD
1291_7756,Kumaraswamy Layout PS,Eshwari nagara
1291_7757,Kumaraswamy Layout PS,iliyaz nagar
1291_7758,Jayanagar PS,Fourth T Block Jayanagar
1291_7759,Mico Layout Traffic PS,TAVAREKERE MAIN ROAD.
1291_7760,Mico Layout PS,BTM SECOND STAGE
1291_7761,Mico Layout PS,BTM SECOND STAGE
1291_7762,Madivala Traffic PS,MADIVALA
1291_7763,City Market Traffic PS,CITY MARKET TRAFFIC
1291_7764,HSR Lay Out Traffic PS,AGAR
1291_7765,HSR Lay Out Traffic PS,AGAR
1291_7766,Bellanduru PS,Kaikondralli
1291_7767,Bellanduru PS,Ibbalurr
1291_7768,Bellanduru PS,Kaikondralli
1291_7769,Bellanduru PS,JUNNASANDRA
1291_7770,Varthur PS,KACHAMANAHALLI MULLURU CIHICKBALANDURU
1291_7771,Varthur PS,KACHAMANAHALLI MULLURU CIHICKBALANDURU
1291_7772,Varthur PS,KACHAMANAHALLI MULLURU CIHICKBALANDURU
1291_7773,Varthur PS,KACHAMANAHALLI MULLURU CIHICKBALANDURU
1291_7774,Varthur PS,KACHAMANAHALLI MULLURU CIHICKBALANDURU
1291_7778,Kengeri PS,SUBASH NAGARA
1291_7780,SouthEast CEN Crime PS,Southeast
1291_7798,Kengeri PS,RP ROAD
1291_7804,Kalasipalya PS,MAVALLI
1292_4757,Jayanagar PS,Fifth Block Jayanagar
1292_758,Jayanagar PS,Fifth Block Jayanagar
1292_7720,Kengeri PS,RV COLLEGE BUS STOP
1292_7733,Channammanakere Achu Kattu PS,BANAGIRI NAGAR
1292_7735,Channammanakere Achu Kattu PS,C.K. ACHHUKATTU
1292_7746,Kengeri PS,KENGERI
1292_7747,Kengeri PS,RP ROAD
1292_7748,Kengeri PS,VALAGERE HALLI POLICE QUARTARS
1292_77484,Kengeri PS,RP ROAD
1292_7749,Kengeri PS,SHIRKE APPARTMENTS
1292_7750,Rajarajeshwari Nagar PS,R.R.NAGARA
1292_7751,Rajarajeshwari Nagar PS,R.R.NAGARA
1292_7752,Basavanagudi PS,M.N.K ROAD
1292_7753,Girinagar PS,Hosakerehalli
1292_7754,Channammanakere Achu Kattu PS,ITTAMADU
1292_7755,Channammanakere Achu Kattu PS,BANAGIRI NAGAR
1292_7756,Channammanakere Achu Kattu PS,BANAGIRI NAGAR
1292_7757,Jayanagar PS,Eighth Block Jayanagar
1292_7758,Jayanagar PS,Fourth T Block Jayanagar
1292_7759,Jayanagar PS,Fourth T Block Jayanagar
1292_7760,Mico Layout PS,TAVAREKERE
1292_7761,Mico Layout PS,GURAPPANA PALYA
1292_7762,Madivala Traffic PS,AGRA JUNCTION
1292_7763,City Market Traffic PS,KALSIPALYA
1292_7764,HSR Lay Out Traffic PS,AGAR
1292_7765,HSR Lay Out Traffic PS,AGAR
1292_7766,Bellanduru PS,Ibbalurr
1292_7767,Bellanduru PS,Ibbalurr
1292_7768,Bellanduru PS,AMBALI PURA
1292_7769,Basaveshwara Nagar PS,BHOVI COLONY
1292_7770,Bellanduru PS,WIPRO
1292_7771,Varthur PS,GUNJUR BALAGERE GUNJUROALYA
1292_7772,Varthur PS,GUNJUR BALAGERE GUNJUROALYA
1292_7773,Varthur PS,GUNJUR BALAGERE GUNJUROALYA
1292_7774,Varthur PS,GUNJUR BALAGERE GUNJUROALYA
1292_7777,Varthur PS,GUNJUR BALAGERE GUNJUROALYA
1292_7795,Banashankari PS,K.R.Road
1292_7796,Bandepalya PS,MANGAMMANAPALYA
1293_1257,Jayanagar PS,Gupta Layout
1293_1293,Viveknagar PS,ORC Road
1293_7720,Girinagar PS,ERANNA GUDDE CIRCLE TO RAGHAVENDRA SWAMY MATTA
1293_7724,Basavanagudi PS,Model Cross Street
1293_7725,Kumaraswamy Layout PS,K.S.Layout First Stage
1293_7729,Kamakshipalya PS,KOTTIGEPALYA
1293_7737,Viveknagar PS,Ejipura
1293_7744,Varthur PS,GUNJUR BALAGERE GUNJUROALYA
1293_7746,Kengeri Traffic PS,MYSROE ROAD
1293_7747,Kengeri PS,RP ROAD
1293_7748,Kengeri PS,LEFT SIDE FROM KARNATAKA BANK TO BHAIRAVA BAR
1293_7749,Kengeri PS,SHIRKE APPARTMENTS
1293_7750,Rajarajeshwari Nagar PS,R.R.NAGARA
1293_7751,Byatarayanapura  PS,ATHMAJYOTHI NAGAR
1293_7752,Byatarayanapura  PS,ATHMAJYOTHI NAGAR
1293_7753,Girinagar PS,Hosakerehalli
