Grid_ID,Grid_X,Grid_Y,Hawkes_Intensity,VICTIM COUNT,Accused Count,Unique_Crime_Types,Crime_Count,Risk_Label
1256_7783,1256,7783,0.0,0.0,0.0,1,1,0
1256_7786,1256,7786,0.0,0.0,0.0,1,1,0
1256_7793,1256,7793,0.0002922725853388233,0.0,0.16666666666666666,3,6,0
1256_7795,1256,7795,0.0,0.0,1.0,1,1,0
1256_7798,1256,7798,2.1132230784609084e-16,0.0,0.5,2,2,0
1257_1257,1257,1257,0.0,0.0,1.0,1,1,0
1257_739,1257,739,0.0,0.0,0.0,1,1,0
1257_7434,1257,7434,0.0,0.0,1.0,1,1,0
1257_7728,1257,7728,0.0,0.0,0.0,1,1,0
1257_7729,1257,7729,0.015441628363055246,0.0,0.7777777777777778,9,9,0
1257_7730,1257,7730,0.03926120694650743,0.0,1.8888888888888888,7,9,0
1257_7731,1257,7731,0.8181898375954536,0.0,1.5578947368421052,41,95,2
1257_7732,1257,7732,0.6019909557016377,0.0,1.7037037037037037,34,81,2
1257_7733,1257,7733,3.1420606224028513,0.004366812227074236,1.1004366812227073,38,229,2
1257_7734,1257,7734,3.3859392867284077,0.0,0.9574468085106383,10,141,2
1257_7735,1257,7735,0.20097288784891484,0.0,0.2222222222222222,6,9,0
1257_7736,1257,7736,0.14849709800456168,0.0,1.5,4,4,0
1257_7737,1257,7737,1.8727432803151462e-124,0.0,1.5,1,2,0
1257_7738,1257,7738,0.354405315154217,0.0,0.6470588235294118,11,17,1
1257_7739,1257,7739,1.2909054381180587,0.0,0.4897959183673469,23,49,2
1257_7740,1257,7740,0.15458741978825918,0.0,0.7333333333333333,5,15,1
1257_7741,1257,7741,0.25773861708034246,0.0,0.6363636363636364,8,22,1
1257_7742,1257,7742,0.37867616785082153,0.0,1.0555555555555556,8,18,1
1257_7743,1257,7743,0.0,0.0,1.0,1,1,0
1257_7744,1257,7744,0.2744058180470132,0.0,1.0,2,2,0
1257_7748,1257,7748,0.0,0.0,6.0,1,1,0
1257_7753,1257,7753,0.0,0.0,1.0,1,1,0
1257_7754,1257,7754,0.08219898798053547,0.0,1.0,3,3,0
1257_7755,1257,7755,0.0,0.0,19.0,1,1,0
1257_7756,1257,7756,0.0,0.0,0.0,1,1,0
1257_7757,1257,7757,1.2215981877023883,0.0,0.9375,3,16,1
1257_7768,1257,7768,0.0,0.0,0.0,1,1,0
1257_7798,1257,7798,0.0,0.0,1.0,1,1,0
1258_7653,1258,7653,0.38175238651060744,0.0,0.75,9,12,1
1258_7703,1258,7703,0.0,0.0,2.0,1,1,0
1258_7705,1258,7705,0.0,0.0,0.0,1,1,0
1258_7723,1258,7723,0.0,0.0,1.0,1,1,0
1258_7724,1258,7724,0.0,0.0,0.0,1,1,0
1258_7725,1258,7725,0.00749778841023885,0.0,0.5,2,2,0
1258_7728,1258,7728,0.20328482987029955,0.0,3.0,2,2,0
1258_7730,1258,7730,0.0,0.0,1.0,1,1,0
1258_7731,1258,7731,0.31548243679366866,0.0,1.064516129032258,16,31,1
1258_7732,1258,7732,0.5844722390539798,0.0,0.5882352941176471,12,17,1
1258_7733,1258,7733,0.3481427046417947,0.0,1.096774193548387,16,31,1
1258_7734,1258,7734,0.1310189642298838,0.0,0.9473684210526315,10,19,1
1258_7735,1258,7735,0.027701254599246727,0.0,0.75,4,4,0
1258_7736,1258,7736,0.0205212496559747,0.0,2.0,4,4,0
1258_7737,1258,7737,0.0,0.0,2.0,1,1,0
1258_7738,1258,7738,0.0,0.0,6.0,1,1,0
1258_7740,1258,7740,0.0,0.0,1.0,1,1,0
1258_7741,1258,7741,0.0006801840187739,0.0,1.0,2,2,0
1258_7745,1258,7745,3.325278469282902e-114,0.0,1.5,2,2,0
1258_7746,1258,7746,0.0,0.0,1.0,1,1,0
1258_7752,1258,7752,0.37040911034085894,0.0,1.5,2,2,0
1258_7753,1258,7753,0.0,0.0,1.0,1,1,0
1258_7756,1258,7756,0.14177099776446783,0.0,0.4,5,5,0
1258_7758,1258,7758,8.371700215532057e-09,0.0,2.0,3,3,0
1258_7759,1258,7759,0.24693940689390595,0.0,1.3333333333333333,3,3,0
1258_7765,1258,7765,0.0,0.0,1.0,1,1,0
1258_7775,1258,7775,0.0,0.0,0.0,1,1,0
1258_7778,1258,7778,0.0,0.0,0.0,1,1,0
1258_7794,1258,7794,0.0,0.0,0.0,1,1,0
1258_7797,1258,7797,0.0,0.0,1.0,1,1,0
1258_7798,1258,7798,0.0,0.0,0.0,1,1,0
1259_1734,1259,1734,0.0,0.0,1.0,1,1,0
1259_7703,1259,7703,0.0913417620263673,0.0,1.0,2,2,0
1259_7712,1259,7712,1.8793712570284268e-48,0.0,6.5,2,2,0
1259_7714,1259,7714,0.0,0.0,1.0,1,1,0
1259_7715,1259,7715,0.00083077863658695,0.0,2.5,2,2,0
1259_7721,1259,7721,0.0,0.0,0.0,1,1,0
1259_7726,1259,7726,8.283894237186104e-05,0.0,1.3333333333333333,3,3,0
1259_7728,1259,7728,0.1924194166290138,0.0,3.0,4,4,0
1259_7729,1259,7729,0.43287189938169857,0.0,0.5555555555555556,5,9,0
1259_7730,1259,7730,0.0903149075784548,0.0,1.1428571428571428,6,7,0
1259_7731,1259,7731,0.0004534560125159333,0.0,0.3333333333333333,2,3,0
1259_7732,1259,7732,0.09747757615132592,0.0,1.0,3,7,0
1259_7733,1259,7733,0.5366416934533799,0.0,1.0689655172413792,10,29,1
1259_7734,1259,7734,0.4237973949056052,0.0,1.1714285714285715,35,70,2
1259_7735,1259,7735,0.8742063782310598,0.0,1.3559322033898304,40,118,2
1259_7752,1259,7752,1.9451947855037544e-100,0.0,0.5,2,2,0
1259_7753,1259,7753,0.0,0.0,1.0,1,1,0
1259_7754,1259,7754,0.0,0.0,3.0,1,1,0
1259_7756,1259,7756,0.0,0.0,1.0,1,1,0
1259_7757,1259,7757,0.0608945080175782,0.0,1.0,3,3,0
1259_7758,1259,7758,0.0,0.0,2.0,1,1,0
1259_7759,1259,7759,0.08321777185162046,0.0,2.75,4,4,0
1259_7761,1259,7761,0.0,0.0,39.0,1,1,0
1259_7766,1259,7766,0.0,0.0,1.0,1,1,0
1259_7787,1259,7787,0.0,0.0,1.0,1,1,0
125_707,125,707,0.0,0.0,1.0,1,1,0
125_771,125,771,0.0,0.0,1.0,1,1,0
125_773,125,773,0.8658765186099978,0.0,0.9629629629629629,3,27,1
125_7735,125,7735,0.03040503131260895,0.0,0.0,2,2,0
125_774,125,774,0.3992369839681092,0.0,1.0,3,15,1
125_777,125,777,0.0,0.0,1.0,1,1,0
1260_7711,1260,7711,0.0,0.0,6.0,1,1,0
1260_7751,1260,7751,0.0,0.0,1.0,1,1,0
1260_7770,1260,7770,0.0,0.0,0.0,1,1,0
1261_7704,1261,7704,3.079149887323534e-09,0.0,2.3333333333333335,3,3,0
1261_7706,1261,7706,0.0,0.0,0.0,1,1,0
1261_7717,1261,7717,0.0,0.0,3.0,1,1,0
1261_7725,1261,7725,0.0,0.0,2.0,1,1,0
1261_7756,1261,7756,0.0,0.0,1.0,1,1,0
1261_7765,1261,7765,0.0,0.0,1.0,1,1,0
1262_7735,1262,7735,3.849408057671929e-18,0.0,6.0,2,3,0
1262_7756,1262,7756,0.0,0.0,0.0,1,1,0
1263_6931,1263,6931,0.0,0.0,1.0,1,1,0
1263_7649,1263,7649,0.0,0.0,5.0,1,1,0
1263_7712,1263,7712,0.10830953522592757,0.0,1.3636363636363635,10,11,1
1263_7713,1263,7713,0.0,0.0,0.0,1,1,0
1263_7736,1263,7736,0.00372329153546215,0.0,0.0,2,2,0
1263_7755,1263,7755,0.0,0.0,0.0,1,1,0
1263_7763,1263,7763,0.0,0.0,0.0,1,1,0
1264_1264,1264,1264,0.0,0.0,1.0,1,1,0
1264_7625,1264,7625,0.0,0.0,0.0,1,1,0
1264_7736,1264,7736,0.0,0.0,0.0,1,1,0
1264_7755,1264,7755,0.0,0.0,0.0,1,1,0
1264_7761,1264,7761,0.0,0.0,1.0,1,1,0
1265_1265,1265,1265,0.0,0.0,1.0,1,1,0
1265_7712,1265,7712,5.021156365970565e-80,0.0,1.0,2,2,0
1265_7713,1265,7713,0.0,0.0,0.0,1,1,0
1265_7715,1265,7715,0.0,0.0,1.0,1,1,0
1265_7725,1265,7725,0.0011545191743001985,0.0,1.0,4,4,0
1265_7726,1265,7726,0.0,0.0,4.0,1,1,0
1265_7735,1265,7735,2.8673392046041632e-18,0.0,2.5,2,2,0
1265_7736,1265,7736,0.0,0.0,1.0,1,1,0
1265_7738,1265,7738,0.0,0.0,2.0,1,1,0
1265_7745,1265,7745,0.0,0.0,0.0,1,1,0
1265_7747,1265,7747,4.780492105170728e-61,0.0,0.5,2,2,0
1265_7751,1265,7751,0.0,0.0,0.0,1,1,0
1265_7753,1265,7753,0.0,0.0,1.0,1,1,0
1265_7755,1265,7755,0.0022582904713063,0.0,1.0,2,2,0
1265_7756,1265,7756,0.006180588051339467,0.0,1.0,6,6,0
1265_7758,1265,7758,0.0,0.0,3.0,1,1,0
1265_7759,1265,7759,0.0,0.0,1.0,1,1,0
1265_7763,1265,7763,0.0,0.0,1.0,1,1,0
1265_7765,1265,7765,0.2700463205503316,0.0,0.45454545454545453,7,11,1
1265_7768,1265,7768,0.0,0.0,0.0,1,1,0
1265_7795,1265,7795,0.10094825899732765,0.0,0.0,1,2,0
1266_7756,1266,7756,0.0,0.0,1.0,1,1,0
1266_7758,1266,7758,0.0006154559513367,0.0,2.0,2,2,0
1266_7759,1266,7759,0.0,0.0,4.0,1,1,0
1266_7765,1266,7765,1.5454093742041603e-11,0.0,0.5,2,2,0
1266_7778,1266,7778,0.0,0.0,0.0,1,1,0
1266_7793,1266,7793,0.0,0.0,0.0,1,1,0
1266_7794,1266,7794,0.0,0.0,0.0,1,1,0
1267_7658,1267,7658,0.016450996051480177,0.0,2.5,4,4,0
1267_7702,1267,7702,0.0,0.0,0.0,1,1,0
1267_7725,1267,7725,0.0,0.0,3.0,1,1,0
1268_6808,1268,6808,0.0,0.0,1.0,1,1,0
1268_7708,1268,7708,0.8660113010719588,0.0,1.1,5,10,0
1268_7747,1268,7747,0.0,0.0,1.0,1,1,0
1268_7756,1268,7756,0.0,0.0,1.0,1,1,0
1268_7757,1268,7757,0.0,0.0,5.0,1,1,0
1268_7761,1268,7761,0.08219898798053547,0.0,1.0,2,3,0
1268_7762,1268,7762,0.20328482987029955,0.0,1.0,2,2,0
1268_7765,1268,7765,1.1211031728572989e-05,0.0,0.6666666666666666,3,3,0
1268_7770,1268,7770,0.0,0.0,0.0,1,1,0
1269_7712,1269,7712,0.0,0.0,2.0,1,1,0
1269_7715,1269,7715,0.0,0.0,1.0,1,1,0
1269_7736,1269,7736,0.0,0.0,0.0,1,1,0
1269_7752,1269,7752,0.0,0.0,1.0,1,1,0
1269_7763,1269,7763,1.1870605725692234e-25,0.0,3.0,2,2,0
1269_7781,1269,7781,0.0,0.0,0.0,1,1,0
1270_7726,1270,7726,0.0,0.0,4.0,1,1,0
1270_7754,1270,7754,0.0,0.0,1.0,1,1,0
1271_7751,1271,7751,2.533290832270493,0.0,1.125,5,384,2
1271_7762,1271,7762,0.0,0.0,1.0,1,1,0
1271_7770,1271,7770,0.0,0.0,9.0,1,1,0
1271_7771,1271,7771,0.0,0.0,1.0,1,1,0
1272_7740,1272,7740,4.100409898102693,0.0,1.0,5,272,2
1272_7748,1272,7748,2.8451881937917332e-15,0.0,1.0,2,2,0
1272_7777,1272,7777,0.0,0.0,0.0,1,1,0
1273_7769,1273,7769,0.0,0.0,2.0,1,1,0
1273_7801,1273,7801,12.703695781211632,0.0,0.451847365233192,1,1651,2
1274_7724,1274,7724,0.01844158370061995,0.0,0.0,1,2,0
1274_7748,1274,7748,6.16867065860635e-07,0.0,1.0,3,3,0
1274_7757,1274,7757,0.0,0.0,1.0,1,1,0
1274_7771,1274,7771,0.0,0.0,0.0,1,1,0
1275_6635,1275,6635,0.0,0.0,0.0,1,1,0
1275_7708,1275,7708,0.30426474711850937,0.0,1.0,3,11,1
1275_7736,1275,7736,0.0,0.0,1.0,1,1,0
1275_7753,1275,7753,0.2744058180470132,0.0,1.0,2,2,0
1275_7754,1275,7754,4.583043868123801e-06,0.0,1.5,2,2,0
1275_7755,1275,7755,0.0,0.0,0.0,1,1,0
1275_7761,1275,7761,0.0,0.0,1.0,1,1,0
1275_7789,1275,7789,0.0,0.0,0.0,1,1,0
1275_7796,1275,7796,0.0,0.0,1.0,1,1,0
1276_6817,1276,6817,0.0,0.0,0.0,1,1,0
1276_7663,1276,7663,2.2271996060464936,0.0,1.0588235294117647,3,34,1
1276_7724,1276,7724,0.0,0.0,0.0,1,1,0
1276_7756,1276,7756,0.0,0.0,0.0,1,1,0
1276_7778,1276,7778,0.0,0.0,1.0,1,1,0
1277_7716,1277,7716,0.0,0.0,2.0,1,1,0
1277_7725,1277,7725,0.0,0.0,2.0,1,1,0
1277_7754,1277,7754,0.0,0.0,1.0,1,1,0
1277_7756,1277,7756,0.0,0.0,1.0,1,1,0
1277_7777,1277,7777,0.0,0.0,1.0,1,1,0
1277_7798,1277,7798,0.0,0.0,1.0,1,1,0
1278_7712,1278,7712,0.0,0.0,1.0,1,1,0
1278_7723,1278,7723,0.0,0.0,1.0,1,1,0
1278_7725,1278,7725,2.673685264987284e-107,0.0,0.0,2,2,0
1278_7750,1278,7750,2.6705254432547685,0.0,1.0436241610738255,72,596,2
1278_7756,1278,7756,0.16446390769882796,0.0,0.5,3,4,0
1278_7762,1278,7762,0.0,0.0,3.0,1,1,0
1278_7769,1278,7769,0.0,0.0,1.0,1,1,0
1278_7776,1278,7776,0.0,0.0,0.0,1,1,0
1278_7778,1278,7778,0.0,0.0,1.0,1,1,0
1278_7787,1278,7787,0.0,0.0,3.0,1,1,0
1278_7789,1278,7789,0.15163266555761667,0.0,0.5,3,4,0
1278_7796,1278,7796,0.0,0.0,0.0,1,1,0
1279_7712,1279,7712,2.719533186898972,0.0,1.0116959064327486,6,171,2
1279_7716,1279,7716,0.0,0.0,5.0,1,1,0
1279_7725,1279,7725,0.0,0.0,2.0,1,1,0
1279_7738,1279,7738,0.0,0.0,8.0,1,1,0
1279_7744,1279,7744,0.0,0.0,0.0,1,1,0
1279_7748,1279,7748,0.0,0.0,4.0,1,1,0
1279_7750,1279,7750,0.0,0.0,2.0,1,1,0
1279_7755,1279,7755,0.0,0.0,0.0,1,1,0
1279_7762,1279,7762,0.006674653994935489,0.0,0.6,5,5,0
1279_7770,1279,7770,0.0,0.0,5.0,1,1,0
1280_7488,1280,7488,0.0,0.0,0.0,1,1,0
1280_7701,1280,7701,0.0,0.0,0.0,1,1,0
1280_7715,1280,7715,0.0,0.0,1.0,1,1,0
1280_7742,1280,7742,4.714159400135873,0.0,0.9111776447105788,86,1002,2
1280_7753,1280,7753,0.0,0.0,1.0,1,1,0
1280_7754,1280,7754,0.0,0.0,0.0,1,1,0
1280_7764,1280,7764,0.0,0.0,0.0,1,1,0
1281_7755,1281,7755,0.0,0.0,1.0,1,1,0
1281_7758,1281,7758,0.0,0.0,0.0,1,1,0
1281_7760,1281,7760,0.0,0.0,9.0,1,1,0
1281_7764,1281,7764,0.0,0.0,1.0,1,1,0
1281_7766,1281,7766,0.0,0.0,7.0,1,1,0
1281_7768,1281,7768,0.3032653298563167,0.0,0.5,2,2,0
1282_7684,1282,7684,2.557169396095987,0.0,0.9931350114416476,7,437,2
1282_7755,1282,7755,0.0,0.0,0.0,1,1,0
1282_7756,1282,7756,2.2796014634151736e-84,0.0,1.0,2,2,0
1282_7765,1282,7765,2.0948481321795387,0.0,0.125,4,8,0
1282_7766,1282,7766,0.0,0.0,1.0,1,1,0
1282_7779,1282,7779,0.0,0.0,0.0,1,1,0
1283_7745,1283,7745,0.0,0.0,1.0,1,1,0
1283_7746,1283,7746,0.33516002301781966,0.0,2.5,2,2,0
1283_7747,1283,7747,0.0,0.0,1.0,1,1,0
1283_7751,1283,7751,0.0,0.0,2.0,1,1,0
1283_7752,1283,7752,0.0,0.0,4.0,1,1,0
1283_7753,1283,7753,0.5123000518062912,0.0,4.166666666666667,3,6,0
1283_7754,1283,7754,0.0,0.0,0.0,1,1,0
1283_7756,1283,7756,2.5925322051357123,0.0,3.735930735930736,19,462,2
1283_7757,1283,7757,0.016595689455954667,0.0,1.0,2,3,0
1283_7758,1283,7758,0.0,0.0,0.0,1,1,0
1283_7759,1283,7759,0.9459367561324612,0.0,1.2307692307692308,4,13,1
1283_7761,1283,7761,0.13014576215171095,0.0,1.0,2,6,0
1283_7762,1283,7762,0.0608945080175782,0.0,1.0,2,3,0
1283_7763,1283,7763,5.668657470742371,0.0,1.0119047619047619,80,1008,2
1283_7764,1283,7764,6.157783528931419e-45,0.0,1.0,3,3,0
1283_7765,1283,7765,0.016801378186661563,0.0,0.5,3,4,0
1283_7766,1283,7766,6.525708601406529e-24,0.0,0.75,4,4,0
1283_7767,1283,7767,0.09672577927594148,0.0,1.1111111111111112,3,18,1
1283_7768,1283,7768,8.357689423713926e-45,0.0,1.5,2,2,0
1283_7773,1283,7773,0.0,0.0,2.0,1,1,0
1284_7673,1284,7673,2.4394204595539755,0.0,1.4278959810874705,66,423,2
1284_7700,1284,7700,0.0,0.0,1.0,1,1,0
1284_7746,1284,7746,0.0,0.0,0.0,1,1,0
1284_7754,1284,7754,0.0,0.0,0.0,1,1,0
1284_7755,1284,7755,2.6440154649850428e-64,0.0,0.5,2,2,0
1284_7756,1284,7756,1.3187051791355431e-27,0.0,2.0,2,2,0
1284_7757,1284,7757,0.26377215449117886,0.0,1.391304347826087,7,23,1
1284_7758,1284,7758,0.28564049396138413,0.0,0.8958333333333334,26,48,2
1284_7759,1284,7759,0.07438643890231403,0.0,0.7777777777777778,8,9,0
1284_7760,1284,7760,0.011219161272234508,0.0,1.5,5,8,0
1284_7761,1284,7761,0.05047413135921397,0.0,1.0,1,4,0
1284_7762,1284,7762,5.278000831081085e-07,0.0,1.3333333333333333,3,3,0
1284_7763,1284,7763,0.02002035097647108,0.0,1.0,6,12,1
1284_7764,1284,7764,0.5670885603819744,0.0,1.2903225806451613,14,31,1
1284_7765,1284,7765,0.28518199916863457,0.0,1.4285714285714286,14,21,1
1284_7766,1284,7766,3.7777065883153558,0.0,1.0434782608695652,26,69,2
1284_7767,1284,7767,0.6150522640613264,0.0,1.0253164556962024,10,79,2
1284_7768,1284,7768,0.09357550134585692,0.0,1.0,7,9,0
1284_7772,1284,7772,0.0,0.0,0.0,1,1,0
1285_3533,1285,3533,0.0,0.0,0.0,1,1,0
1285_766,1285,766,0.0,0.0,1.0,1,1,0
1285_7723,1285,7723,0.0,0.0,1.0,1,1,0
1285_7725,1285,7725,0.0,0.0,0.0,1,1,0
1285_7734,1285,7734,0.0,0.0,2.0,1,1,0
1285_7736,1285,7736,0.0,0.0,1.0,1,1,0
1285_7744,1285,7744,0.0,0.0,2.0,1,1,0
1285_7746,1285,7746,0.0,0.0,11.0,1,1,0
1285_7751,1285,7751,0.0,0.0,0.0,1,1,0
1285_7752,1285,7752,0.20384620815378654,0.0,0.8888888888888888,4,9,0
1285_7753,1285,7753,0.04572013558668279,0.0,0.75,4,4,0
1285_7754,1285,7754,0.01365005413534607,0.0,1.0,5,9,0
1285_7755,1285,7755,0.4217308027635649,0.0,0.6666666666666666,4,9,0
1285_7756,1285,7756,0.0006924901674711509,0.0,1.75,4,4,0
1285_7757,1285,7757,0.2767239023329585,0.0,1.8571428571428572,5,7,0
1285_7758,1285,7758,0.12217052337456609,0.0,0.9354838709677419,17,31,1
1285_7759,1285,7759,0.15942679923126937,0.0,1.7333333333333334,9,15,1
1285_7760,1285,7760,0.023633304407539992,0.0,1.1428571428571428,6,7,0
1285_7761,1285,7761,0.11208662815639318,0.0,1.6666666666666667,8,12,1
1285_7762,1285,7762,0.03739215480565876,0.0,0.75,3,4,0
1285_7763,1285,7763,0.1516779989700828,0.0,1.8333333333333333,6,6,0
1285_7764,1285,7764,0.21485471564286676,0.0,0.8,4,5,0
1285_7765,1285,7765,1.1486479621114614,0.0,1.5892857142857142,26,56,2
1285_7766,1285,7766,0.2944076609608763,0.0,1.0491803278688525,14,61,2
1285_7767,1285,7767,0.29855105980715096,0.0,0.84,11,25,1
1285_7768,1285,7768,0.0,0.0,0.0,1,1,0
1285_7769,1285,7769,0.0,0.0,1.0,1,1,0
1285_7778,1285,7778,0.0,0.0,4.0,1,1,0
1285_7786,1285,7786,0.0,0.0,0.0,1,1,0
1285_7789,1285,7789,0.0,0.0,2.0,1,1,0
1286_1286,1286,1286,0.0,0.0,1.0,1,1,0
1286_7745,1286,7745,0.0,0.0,2.0,1,1,0
1286_7750,1286,7750,0.020270020875072636,0.0,1.0,1,3,0
1286_7751,1286,7751,0.1900854518180839,0.0,1.4285714285714286,2,7,0
1286_7752,1286,7752,0.00023207757085052638,0.0,1.1666666666666667,4,6,0
1286_7753,1286,7753,0.20073506490894255,0.0,1.1428571428571428,7,14,1
1286_7754,1286,7754,0.0005011463976591705,0.0,3.0,3,3,0
1286_7755,1286,7755,0.0006764768787652334,0.0,0.6666666666666666,3,3,0
1286_7756,1286,7756,0.0602388423824433,0.0,1.4,5,5,0
1286_7757,1286,7757,0.13192559485263697,0.0,0.7692307692307693,10,26,1
1286_7758,1286,7758,0.2493806999169327,0.0,0.7916666666666666,18,48,2
1286_7759,1286,7759,0.299629084773623,0.0,1.75,14,20,1
1286_7760,1286,7760,1.1443395198470099,0.0,0.7857142857142857,6,14,1
1286_7761,1286,7761,0.13220643718449493,0.0,1.1,10,10,0
1286_7762,1286,7762,0.037489500098268236,0.0,1.8333333333333333,7,12,1
1286_7763,1286,7763,0.00041991133501335123,0.0,1.375,4,8,0
1286_7764,1286,7764,0.036314761815339075,0.0,0.6666666666666666,6,9,0
1286_7765,1286,7765,5.0270893903213345,0.0,1.353526970954357,101,1205,2
1286_7766,1286,7766,0.2224883131066818,0.0,0.5,6,10,0
1286_7767,1286,7767,0.15486214775761595,0.0,2.375,7,8,0
1286_7768,1286,7768,1.5133309920828283e-05,0.0,1.6666666666666667,3,3,0
1286_7769,1286,7769,0.0,0.0,0.0,1,1,0
1286_7771,1286,7771,0.0,0.0,1.0,1,1,0
1286_7780,1286,7780,5.468209529655672,0.0,1.1672158154859966,99,1214,2
1286_7783,1286,7783,0.0,0.0,2.0,1,1,0
1286_7785,1286,7785,0.02475785940477793,0.0,0.6666666666666666,2,3,0
1286_7786,1286,7786,7.350335667559055e-34,0.0,1.0,2,2,0
1286_7787,1286,7787,0.0,0.0,0.0,1,1,0
1286_7789,1286,7789,0.0,0.0,0.0,1,1,0
1286_7795,1286,7795,0.0,0.0,1.0,1,1,0
1286_7796,1286,7796,0.0,0.0,1.0,1,1,0
1286_7798,1286,7798,2.7414584860913823e-78,0.0,0.0,2,2,0
1287_2757,1287,2757,0.0,0.0,0.0,1,1,0
1287_7487,1287,7487,0.055099629407195504,0.0,3.3333333333333335,2,3,0
1287_754,1287,754,0.0,0.0,1.0,1,1,0
1287_7737,1287,7737,0.6665015492628347,0.0,0.16666666666666666,2,6,0
1287_7739,1287,7739,0.0,0.0,0.0,1,1,0
1287_7744,1287,7744,0.0,0.0,1.0,1,1,0
1287_7748,1287,7748,0.0,0.0,0.0,1,1,0
1287_7749,1287,7749,0.02567595659058898,0.0,1.0909090909090908,6,11,1
1287_7750,1287,7750,0.039391515341962995,0.0,1.3125,11,16,1
1287_7751,1287,7751,0.06333279429967416,0.0,1.2857142857142858,4,7,0
1287_7752,1287,7752,0.07984548142011685,0.0,1.1428571428571428,5,7,0
1287_7753,1287,7753,0.22077576087724005,0.0,0.7777777777777778,5,9,0
1287_7754,1287,7754,0.6406994943669895,0.0,1.5416666666666667,9,24,1
1287_7755,1287,7755,0.022626594999947743,0.0,1.75,7,8,0
1287_7756,1287,7756,0.0853609085663231,0.0,0.875,14,24,1
1287_7757,1287,7757,0.2503138740922978,0.0,0.625,17,40,1
1287_7758,1287,7758,0.25476067489457416,0.0,0.8409090909090909,20,44,1
1287_7759,1287,7759,0.36518619776057776,0.0,1.2307692307692308,14,26,1
1287_7760,1287,7760,0.3934150584977381,0.0,0.868421052631579,18,38,1
1287_7761,1287,7761,0.07182514185502842,0.0,1.1666666666666667,9,12,1
1287_7762,1287,7762,0.3805306985697113,0.0,2.142857142857143,9,14,1
1287_7763,1287,7763,0.6570029388074072,0.0,1.2857142857142858,10,14,1
1287_7764,1287,7764,0.04219680796865995,0.0,1.4,12,15,1
1287_7765,1287,7765,0.39103847182111284,0.0,0.8936170212765957,20,47,2
1287_7766,1287,7766,0.5042675793816626,0.0,1.5,16,30,1
1287_7767,1287,7767,0.21010854781701674,0.0,1.0,10,19,1
1287_7770,1287,7770,0.0,0.0,1.0,1,1,0
1287_7771,1287,7771,0.01118538592808275,0.0,1.5,2,2,0
1287_7779,1287,7779,0.0,0.0,2.0,1,1,0
1287_7784,1287,7784,0.0,0.0,0.0,1,1,0
1287_7786,1287,7786,2.4278126361829767e-31,0.0,1.0,2,2,0
1287_7787,1287,7787,8.503340007407022e-13,0.0,0.5,2,2,0
1287_7789,1287,7789,0.0,0.0,0.0,1,1,0
1287_7793,1287,7793,0.0,0.0,0.0,1,1,0
1288_1284,1288,1284,0.0,0.0,2.0,1,1,0
1288_7737,1288,7737,0.01118538592808275,0.0,0.0,1,2,0
1288_7738,1288,7738,0.3652714050160586,0.0,0.0,1,3,0
1288_7745,1288,7745,0.0,0.0,0.0,1,1,0
1288_7746,1288,7746,0.18371339340342327,0.0,1.0,1,3,0
1288_7747,1288,7747,0.0005011463976591666,0.0,1.6666666666666667,3,3,0
1288_7748,1288,7748,0.11233226187133236,0.0,1.5,4,4,0
1288_7749,1288,7749,0.006180881617584825,0.0,0.5,4,4,0
1288_7750,1288,7750,6.782278967020014e-05,0.0,1.3333333333333333,3,3,0
1288_7751,1288,7751,0.001420906424133416,0.0,1.4,5,5,0
1288_7752,1288,7752,0.0,0.0,2.0,1,1,0
1288_7753,1288,7753,4.5698636212802813e-07,0.0,2.0,3,3,0
1288_7754,1288,7754,0.4508800490594645,0.0,1.0416666666666667,15,24,1
1288_7755,1288,7755,0.5640742639708839,0.0,1.0952380952380953,25,63,2
1288_7756,1288,7756,0.5223992411376482,0.0,1.2317073170731707,33,82,2
1288_7757,1288,7757,3.8785216291522313,0.0010893246187363835,1.3867102396514162,97,918,2
1288_7758,1288,7758,0.29029098254381963,0.0,0.7941176470588235,15,34,1
1288_7759,1288,7759,0.5402655547868319,0.0,0.5,10,16,1
1288_7760,1288,7760,0.28587023840740744,0.0,1.2424242424242424,23,33,1
1288_7761,1288,7761,0.2421454266022132,0.0,1.3055555555555556,21,36,1
1288_7762,1288,7762,0.40718043116212804,0.0,0.5,15,22,1
1288_7763,1288,7763,0.1608175098991753,0.0,0.2727272727272727,6,11,1
1288_7764,1288,7764,0.25974150285745684,0.0,0.8888888888888888,17,45,1
1288_7765,1288,7765,0.2359246083791603,0.0,0.6153846153846154,11,26,1
1288_7766,1288,7766,0.0,0.0,1.0,1,1,0
1288_7767,1288,7767,0.06375908305360986,0.0,1.2857142857142858,6,14,1
1288_7768,1288,7768,0.2729102510259939,0.0,2.6666666666666665,2,3,0
1288_7769,1288,7769,0.0011153218191599296,0.0,0.3333333333333333,3,3,0
1288_7770,1288,7770,0.1481636441363436,0.0,1.4,5,5,0
1288_7771,1288,7771,0.24525796997761926,0.0,1.2941176470588236,14,34,1
1288_7772,1288,7772,4.497346483576e-05,0.0,1.0,5,5,0
1288_7773,1288,7773,0.08270912492747878,0.0,1.0,7,10,0
1289_1289,1289,1289,0.0,0.0,2.0,1,1,0
1289_756,1289,756,0.0,0.0,0.0,1,1,0
